Position,Relative_Likelihood
248,2.225663027544503E23
249,2.225663027544503E23
250,2.225663027544503E23
251,2.225663027544503E23
252,2.225663027544503E23
253,2.225663027544503E23
254,2.225663027544503E23
255,2.225663027544503E23
256,2.225663027544503E23
257,2.225663027544503E23
258,2.225663027544503E23
259,2.225663027544503E23
260,2.225663027544503E23
261,2.225663027544503E23
262,2.05302931924061056E17
263,2.05302931924061056E17
264,2.05302931924061056E17
265,2.05302931924061056E17
266,2.05302931924061056E17
267,2.05302931924061056E17
268,2.05302931924061056E17
269,2.05302931924061056E17
270,2.05302931924061056E17
271,2.05302931924061056E17
272,2.05302931924061056E17
273,2.05302931924061056E17
274,2.05302931924061056E17
275,2.05302931924061056E17
276,2.05302931924061056E17
277,2.05302931924061056E17
278,2.05302931924061056E17
279,2.05302931924061056E17
280,2.05302931924061056E17
281,2.05302931924061056E17
282,2.05302931924061056E17
283,2.05302931924061056E17
284,2.05302931924061056E17
285,2.05302931924061056E17
286,2.05302931924061056E17
287,2.05302931924061056E17
288,2.05302931924061056E17
289,2.05302931924061056E17
290,2.05302931924061056E17
291,2.05302931924061056E17
292,2.05302931924061056E17
293,2.05302931924061056E17
294,2.05302931924061056E17
295,2.05302931924061056E17
296,2.05302931924061056E17
297,2.05302931924061056E17
298,2.05302931924061056E17
299,2.05302931924061056E17
300,2.05302931924061056E17
301,2.05302931924061056E17
302,2.05302931924061056E17
303,2.05302931924061056E17
304,2.05302931924061056E17
305,2.05302931924061056E17
306,2.05302931924061056E17
307,2.05302931924061056E17
308,2.05302931924061056E17
309,2.05302931924061056E17
310,2.05302931924061056E17
311,2.05302931924061056E17
312,2.05302931924061056E17
313,2.05302931924061056E17
314,2.05302931924061056E17
315,2.05302931924061056E17
316,2.05302931924061056E17
317,2.05302931924061056E17
318,2.05302931924061056E17
319,2.05302931924061056E17
320,2.05302931924061056E17
321,2.05302931924061056E17
322,2.05302931924061056E17
323,2.05302931924061056E17
324,2.05302931924061056E17
325,2.05302931924061056E17
326,2.05302931924061056E17
327,2.05302931924061056E17
328,2.05302931924061056E17
329,2.05302931924061056E17
330,2.05302931924061056E17
331,2.05302931924061056E17
332,2.05302931924061056E17
333,2.05302931924061056E17
334,2.05302931924061056E17
335,2.05302931924061056E17
336,2.05302931924061056E17
337,2.05302931924061056E17
338,2.05302931924061056E17
339,2.05302931924061056E17
340,2.05302931924061056E17
341,2.05302931924061056E17
342,2.05302931924061056E17
343,2.05302931924061056E17
344,2.05302931924061056E17
345,2.05302931924061056E17
346,2.05302931924061056E17
347,2.05302931924061056E17
348,2.05302931924061056E17
349,2.05302931924061056E17
350,2.05302931924061056E17
351,2.05302931924061056E17
352,2.05302931924061056E17
353,2.05302931924061056E17
354,2.05302931924061056E17
355,2.05302931924061056E17
356,2.05302931924061056E17
357,2.05302931924061056E17
358,2.05302931924061056E17
359,2.05302931924061056E17
360,2.05302931924061056E17
361,2.05302931924061056E17
362,2.05302931924061056E17
363,2.05302931924061056E17
364,2.05302931924061056E17
365,2.05302931924061056E17
366,2.05302931924061056E17
367,2.05302931924061056E17
368,2.05302931924061056E17
369,2.05302931924061056E17
370,2.05302931924061056E17
371,2.05302931924061056E17
372,2.05302931924061056E17
373,2.05302931924061056E17
374,2.05302931924061056E17
375,2.05302931924061056E17
376,2.05302931924061056E17
377,2.05302931924061056E17
378,2.05302931924061056E17
379,2.05302931924061056E17
380,2.05302931924061056E17
381,2.05302931924061056E17
382,2.05302931924061056E17
383,2.05302931924061056E17
384,2.05302931924061056E17
385,2.05302931924061056E17
386,2.05302931924061056E17
387,2.05302931924061056E17
388,2.05302931924061056E17
389,2.05302931924061056E17
390,2.05302931924061056E17
391,2.05302931924061056E17
392,2.05302931924061056E17
393,2.05302931924061056E17
394,2.05302931924061056E17
395,2.05302931924061056E17
396,2.05302931924061056E17
397,2.05302931924061056E17
398,2.05302931924061056E17
399,2.05302931924061056E17
400,2.05302931924061056E17
401,2.05302931924061056E17
402,2.05302931924061056E17
403,2.05302931924061056E17
404,2.05302931924061056E17
405,2.05302931924061056E17
406,2.05302931924061056E17
407,2.05302931924061056E17
408,2.05302931924061056E17
409,2.05302931924061056E17
410,2.05302931924061056E17
411,2.05302931924061056E17
412,2.05302931924061056E17
413,2.05302931924061056E17
414,2.05302931924061056E17
415,2.05302931924061056E17
416,2.05302931924061056E17
417,0.0
418,0.0
419,0.0
420,0.0
421,0.0
422,0.0
423,0.0
424,0.0
425,0.0
426,0.0
427,0.0
428,0.0
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,0.0
440,0.0
441,0.0
442,0.0
443,0.0
444,0.0
445,0.0
446,0.0
447,0.0
448,0.0
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,0.0
464,0.0
465,0.0
466,0.0
467,0.0
468,0.0
469,0.0
470,0.0
471,0.0
472,0.0
473,0.0
474,0.0
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,0.0
488,0.0
489,0.0
490,0.0
491,0.0
492,0.0
493,0.0
494,0.0
495,0.0
496,0.0
497,0.0
498,0.0
499,0.0
500,0.0
