section,, AIC_NS, AIC_S16, relative_likelihood_S16, rank
1253,1546,14485.067658,14457.251078,1097219.708033717,132
3384,3395,375.838684,354.49785,43062.89498156747,133
1611,1637,771.237412,748.660794,79882.25364391132,134
8880,8945,5831.852016,5807.740726,172067.9954396601,135
2187,2214,671.694458,649.393516,69596.60037898608,136
7864,8113,17342.97386,17316.296942,620610.5310521629,137
2891,3024,6876.4023,6851.97176,201847.95602044926,138
4862,4946,3540.439706,3517.075024,118461.22845658878,139
5768,5822,3211.802932,3189.521154,68932.91057006123,140
4905,4948,1193.70117,1171.870666,55008.99520369589,141
7193,7226,1943.35515,1922.296122,37403.29196561592,142
5469,5499,456.211692,436.84689,16032.945853623238,143
7187,7225,2454.62998,2435.173944,16781.258882464725,144
5171,5197,938.355962,919.802366,10687.156795204477,145
1773,1840,2909.065696,2889.245334,20134.317972945988,146
9288,9309,498.832756,481.558432,5637.308419521297,147
2019,2123,5678.096192,5659.152576,12988.348950387839,148
3554,3579,364.28704,348.302388,2958.1696660708094,149
2355,2383,840.735506,825.027508,2576.0152313553444,150
9886,9903,303.915736,289.706658,1217.4806967431755,151
3144,3154,91.609136,79.68787,387.85555911837093,152
8685,8918,21447.519772,21430.238056,5658.182462913339,153
6041,6108,4318.598486,4304.65418,1066.5164904446624,154
7174,7247,5477.23982,5463.825174,818.3769094665569,155
5170,5187,351.06764,341.289362,132.83915029052238,156
3559,3600,1312.635908,1303.337132,104.52099914777827,157
2165,2182,466.58476,459.930286,27.861254609971038,158
7871,7983,8076.763408,8066.84655,142.3699569151631,159
8893,8907,833.323718,828.17721,13.108409882602833,160
1549,1584,1141.948832,1135.146698,29.996088805115278,161
3271,3313,1257.697254,1252.08915,16.511415662231386,162
6110,6312,13971.92261,13963.560376,65.43890766537088,163
4359,4410,2431.326278,2426.19911,12.982262464793465,164
4347,4453,5126.426614,5120.498922,19.372334663084803,165
5767,5823,3229.755928,3226.158338,6.042362029573932,166
4361,4410,2394.737756,2392.417672,3.1900672561272647,167
7076,7180,7046.565354,7043.673126,4.246580199147256,168
6109,6315,14192.599752,14207.041856,7.310329675382725E-4,169
3460,3750,17956.206644,17987.13,1.927873632938564E-7,170
9377,9444,2336.30923,ND,ND,171
8033,8103,4017.86846,ND,ND,172
6110,6274,11003.244328,ND,ND,173
7134,7304,12770.55809,ND,ND,174
10785,10862,4183.700918,ND,ND,175
9058,9099,1319.045306,ND,ND,176
1891,1905,164.746806,ND,ND,177
5987,6004,1134.13449,ND,ND,178
9946,10254,21243.51954,ND,ND,179
3811,3828,400.561966,ND,ND,180
5155,5171,862.58778,ND,ND,181
3875,3895,424.999946,ND,ND,182
1057,1145,6946.511194,ND,ND,183
10723,10753,1421.40572,ND,ND,184
10787,10810,ND,ND,-,185
4835,4863,746.944244,ND,ND,186
2146,2210,2391.67169,ND,ND,187
11362,11432,ND,ND,-,188
413,638,ND,ND,-,189
4131,4163,983.180878,ND,ND,190
11490,11556,ND,ND,-,191
9956,9967,204.085762,ND,ND,192
8347,8648,23456.671578,ND,ND,193
1378,1452,2711.670532,ND,ND,194
1180,1448,14862.232404,ND,ND,195
6372,6385,352.723084,ND,ND,196
7003,7309,24077.91515,ND,ND,197
7456,7600,ND,ND,-,198
3940,3966,1081.905198,ND,ND,199
6180,6203,1105.276986,ND,ND,200
6370,6464,4225.730548,ND,ND,201
2530,2624,1949.014116,ND,ND,202
6873,7263,28612.823048,ND,ND,203
6052,6087,1342.559412,ND,ND,204
6373,6382,294.359118,ND,ND,205
2917,2924,98.822448,ND,ND,206
10980,11019,ND,ND,-,207
5029,5043,292.863142,ND,ND,208
1509,1525,941.042716,ND,ND,209
5925,5946,988.628146,ND,ND,210
997,1018,697.359106,ND,ND,211
3301,3322,579.921574,ND,ND,212
3360,3546,9708.096334,ND,ND,213
9317,9346,826.658332,ND,ND,214
1188,1246,4099.187676,ND,ND,215
10917,10941,ND,ND,-,216
6245,6274,1681.8338,ND,ND,217
2724,2791,3577.184668,ND,ND,218
10275,10373,8380.193468,ND,ND,219
1510,1519,251.854788,ND,ND,220
8160,8366,19112.358696,ND,ND,221
8358,8372,1244.519412,ND,ND,222
11557,11602,ND,ND,-,223
3174,3185,203.969408,ND,ND,224
5670,5681,204.501074,ND,ND,225
2982,2997,687.211642,ND,ND,226
5861,5911,2854.7128,ND,ND,227
4902,4917,206.56425,ND,ND,228
229,279,ND,ND,-,229
6566,6581,1309.041468,ND,ND,230
4066,4215,9010.028044,ND,ND,231
10214,10229,422.740868,ND,ND,232
7270,7290,1446.235506,ND,ND,233
3046,3068,633.902582,ND,ND,234
11174,11192,ND,ND,-,235
8038,8067,1230.372528,ND,ND,236
6246,6274,1644.44907,ND,ND,237
3879,3889,199.794048,ND,ND,238
9127,9141,315.74599,ND,ND,239
8933,9004,3962.567932,ND,ND,240
5159,5170,374.461592,ND,ND,241
3814,3859,2324.51699,ND,ND,242
4903,4915,145.543656,ND,ND,243
2534,2588,802.887192,ND,ND,244
5863,5883,636.97949,ND,ND,245
4519,4539,572.463606,ND,ND,246
9319,9346,777.073182,ND,ND,247
4645,4732,4154.477626,ND,ND,248
2278,2346,3274.1891,ND,ND,249
3554,3752,12514.926066,ND,ND,250
4838,4905,2916.260336,ND,ND,251
38,108,ND,ND,-,252
7912,7921,113.63001,ND,ND,253
7138,7343,15014.543992,ND,ND,254
9704,9713,338.922358,ND,ND,255
1191,1236,3313.046036,ND,ND,256
2726,2803,4240.085848,ND,ND,257
9512,9522,331.257396,ND,ND,258
3176,3192,245.63622,ND,ND,259
7655,7705,4817.242172,ND,ND,260
2528,2804,13588.38056,ND,ND,261
11048,11072,ND,ND,-,262
8552,8590,2077.295496,ND,ND,263
3431,3496,3042.213842,ND,ND,264
2847,3173,17038.255376,ND,ND,265
1513,1522,313.489262,ND,ND,266
5545,5552,231.188572,ND,ND,267
2856,2899,1189.510854,ND,ND,268
4713,4724,150.762072,ND,ND,269
10660,10829,15549.691948,ND,ND,270
11236,11415,ND,ND,-,271
3945,3965,762.372528,ND,ND,272
10921,10937,ND,ND,-,273
11433,11451,ND,ND,-,274
8041,8067,1129.111676,ND,ND,275
7080,7136,4101.68944,ND,ND,276
2025,2053,1205.408054,ND,ND,277
8170,8182,1095.432984,ND,ND,278
6314,6323,221.49096,ND,ND,279
3498,3505,221.822832,ND,ND,280
8234,8247,537.809808,ND,ND,281
8614,8755,8839.313894,ND,ND,282
169,213,ND,ND,-,283
5546,5557,313.228496,ND,ND,284
5098,5110,160.941046,ND,ND,285
1319,1429,4038.534774,ND,ND,286
8362,8377,1078.52765,ND,ND,287
5290,5312,346.224616,ND,ND,288
5418,5438,486.625858,ND,ND,289
5994,6018,1376.2892,ND,ND,290
6698,6727,2052.592834,ND,ND,291
4070,4231,10382.912112,ND,ND,292
2858,2891,864.65461,ND,ND,293
6379,6385,67.07800399999999,ND,ND,294
6314,6356,2453.592152,ND,ND,295
4843,4850,138.059038,ND,ND,296
9642,9682,3815.68262,ND,ND,297
2411,2422,228.609332,ND,ND,298
875,888,ND,ND,-,299
7851,7862,273.343262,ND,ND,300
11242,11283,ND,ND,-,301
8168,8283,11112.35153,ND,ND,302
1451,1466,ND,ND,-,303
4779,4797,388.811598,ND,ND,304
4011,4026,416.124306,ND,ND,305
9771,9791,938.001712,ND,ND,306
8677,8890,19284.28975,ND,ND,307
4651,4676,819.180844,ND,ND,308
6059,6084,601.876018,ND,ND,309
6826,6886,3403.994102,ND,ND,310
5419,5447,710.044414,ND,ND,311
11371,11408,ND,ND,-,312
2667,2704,1384.936426,ND,ND,313
2924,2932,92.82203,ND,ND,314
3116,3126,144.273202,ND,ND,315
8172,8186,949.951648,ND,ND,316
876,887,ND,ND,-,317
7464,7603,ND,ND,-,318
7275,7324,3727.743488,ND,ND,319
9324,9344,394.727634,ND,ND,320
3948,3963,568.617164,ND,ND,321
10662,10873,17816.45209,ND,ND,322
1644,1661,492.056518,ND,ND,323
2538,2620,1309.55392,ND,ND,324
362,447,ND,ND,-,325
6188,6211,1111.228014,ND,ND,326
4140,4173,1582.930438,ND,ND,327
7596,7627,1692.867252,ND,ND,328
5868,5900,1951.57768,ND,ND,329
5676,5716,3369.192614,ND,ND,330
4653,4678,800.949606,ND,ND,331
8680,8870,17298.971396,ND,ND,332
9708,9764,4312.305822,ND,ND,333
1453,1484,321.177046,ND,ND,334
4397,4433,1320.446288,ND,ND,335
10798,10810,ND,ND,-,336
7148,7224,5397.16276,ND,ND,337
4142,4153,158.895908,ND,ND,338
3950,3963,451.19376,ND,ND,339
7982,8004,865.763014,ND,ND,340
2541,2592,669.596446,ND,ND,341
10798,10824,1514.326038,ND,ND,342
1198,1229,2504.108246,ND,ND,343
1518,1549,1619.092962,ND,ND,344
2854,3141,15075.30592,ND,ND,345
10472,10699,15826.23104,ND,ND,346
2926,2959,563.878712,ND,ND,347
3309,3381,2389.972482,ND,ND,348
10413,10491,5812.60793,ND,ND,349
6703,6710,ND,ND,-,350
1647,1657,243.427614,ND,ND,351
5102,5148,1701.346504,ND,ND,352
2095,2117,898.27833,ND,ND,353
7406,7464,5835.1999,ND,ND,354
7149,7238,6479.802926,ND,ND,355
11567,11591,ND,ND,-,356
4975,5004,860.166772,ND,ND,357
10671,10697,1875.866816,ND,ND,358
7912,8168,19350.339078,ND,ND,359
1071,1105,1952.316658,ND,ND,360
1199,1233,2543.62256,ND,ND,361
10986,11177,ND,ND,-,362
10864,10878,ND,ND,-,363
10352,10362,573.573694,ND,ND,364
10159,10201,1749.03506,ND,ND,365
3885,4005,7148.470646,ND,ND,366
6512,6535,1462.526582,ND,ND,367
4591,4647,2110.78334,ND,ND,368
4719,4783,2716.48438,ND,ND,369
9840,9883,2437.993962,ND,ND,370
4273,4282,269.597472,ND,ND,371
3056,3098,1747.121692,ND,ND,372
10033,10046,536.181558,ND,ND,373
3823,3897,3674.991128,ND,ND,374
6829,6964,8850.944994,ND,ND,375
4529,4537,146.821694,ND,ND,376
11243,11443,ND,ND,-,377
4849,4863,349.732902,ND,ND,378
7080,7381,23276.002546,ND,ND,379
5489,5500,60.846568,ND,ND,380
615,949,ND,ND,-,381
2929,2944,224.70571,ND,ND,382
6961,6976,261.165836,ND,ND,383
10161,10177,ND,ND,-,384
3697,3719,1236.124814,ND,ND,385
9713,9742,1349.976692,ND,ND,386
6641,6670,3013.619664,ND,ND,387
5041,5078,944.430312,ND,ND,388
9008,9072,5931.871504,ND,ND,389
1778,1785,79.791988,ND,ND,390
2865,2905,1110.941706,ND,ND,391
9586,9597,ND,ND,-,392
11633,11676,ND,ND,-,393
50,58,ND,ND,-,394
1906,1919,389.80611,ND,ND,395
5362,5373,195.929504,ND,ND,396
2034,2047,406.178764,ND,ND,397
2991,3107,5931.344052,ND,ND,398
3122,3141,310.912588,ND,ND,399
7602,7621,708.402246,ND,ND,400
754,776,ND,ND,-,401
9010,9037,2513.368632,ND,ND,402
5680,5767,6789.136496,ND,ND,403
9714,9738,1050.23945,ND,ND,404
4529,4589,3668.646114,ND,ND,405
3442,3474,1525.024368,ND,ND,406
8946,8989,1017.393046,ND,ND,407
2353,2425,3005.284332,ND,ND,408
2483,2492,254.576598,ND,ND,409
9519,9656,7999.257914,ND,ND,410
3763,3778,292.11079,ND,ND,411
10993,11074,ND,ND,-,412
3123,3146,378.48814,ND,ND,413
3571,3598,838.075614,ND,ND,414
10739,10776,1841.626996,ND,ND,415
6899,6936,1784.363574,ND,ND,416
5876,5883,175.08796,ND,ND,417
3059,3100,1780.308004,ND,ND,418
2036,2048,422.592878,ND,ND,419
8820,8839,1155.406226,ND,ND,420
9898,10234,23794.409174,ND,ND,421
5041,5156,5632.094336,ND,ND,422
2483,2539,2014.10498,ND,ND,423
6128,6280,10418.864362,ND,ND,424
1844,1871,565.35065,ND,ND,425
7412,7441,1306.633442,ND,ND,426
8244,8269,1688.076,ND,ND,427
180,209,ND,ND,-,428
5108,5141,1133.718874,ND,ND,429
2293,2303,242.197536,ND,ND,430
2357,2366,171.870236,ND,ND,431
4917,4931,272.273966,ND,ND,432
7733,7744,ND,ND,-,433
3251,3331,2772.577456,ND,ND,434
8308,8359,3446.979034,ND,ND,435
757,773,ND,ND,-,436
6965,6980,294.468246,ND,ND,437
6645,6660,1280.762592,ND,ND,438
11125,11142,ND,ND,-,439
3829,3852,1452.984874,ND,ND,440
4971,5321,17792.279174,ND,ND,441
7989,8022,935.568782,ND,ND,442
10741,10779,1729.892332,ND,ND,443
4272,4467,10424.365892,ND,ND,444
5811,5921,7110.170286,ND,ND,445
626,768,ND,ND,-,446
626,769,ND,ND,-,447
4342,4359,305.19185,ND,ND,448
8821,8873,3680.484224,ND,ND,449
9646,9923,23734.7525,ND,ND,450
10675,10786,9852.152408,ND,ND,451
3510,3533,573.869294,ND,ND,452
9142,9167,682.230046,ND,ND,453
5685,5744,5062.098958,ND,ND,454
9973,10030,3806.864068,ND,ND,455
6006,6048,1835.010088,ND,ND,456
8759,8773,ND,ND,-,457
4023,4035,394.18958,ND,ND,458
1975,1990,224.815794,ND,ND,459
6071,6089,1016.45876,ND,ND,460
8183,8200,1230.015822,ND,ND,461
7156,7272,7705.213718,ND,ND,462
5111,5131,563.742344,ND,ND,463
1908,2031,5349.706062,ND,ND,464
1971,2126,8604.590332,ND,ND,465
5746,5933,12654.01665,ND,ND,466
4983,5011,1084.11224,ND,ND,467
7415,7446,1647.098196,ND,ND,468
10743,10786,2019.199464,ND,ND,469
5560,5567,108.154722,ND,ND,470
10680,10688,287.983754,ND,ND,471
567,612,ND,ND,-,472
4472,4483,322.586882,ND,ND,473
5880,5896,1493.100752,ND,ND,474
1720,1739,804.856918,ND,ND,475
823,875,ND,ND,-,476
9784,9801,468.186906,ND,ND,477
10167,10227,3078.135378,ND,ND,478
2231,2288,4079.813212,ND,ND,479
8436,8587,11131.037252,ND,ND,480
4152,4179,1431.936918,ND,ND,481
8247,8310,3748.75887,ND,ND,482
4984,5022,1420.065032,ND,ND,483
5689,5702,561.6855,ND,ND,484
2488,2532,1353.977198,ND,ND,485
3125,3265,6312.141848,ND,ND,486
377,391,ND,ND,-,487
6966,7079,6993.830516,ND,ND,488
5433,5453,510.020036,ND,ND,489
2424,2484,1481.479372,ND,ND,490
3248,3564,15447.483274,ND,ND,491
1907,2126,11798.20588,ND,ND,492
10680,10735,5458.017536,ND,ND,493
1081,1109,1491.126386,ND,ND,494
2424,2486,1561.952586,ND,ND,495
5561,5599,1106.543744,ND,ND,496
6645,6810,13461.721582,ND,ND,497
5615,5971,24590.639724,ND,ND,498
8058,8068,300.760754,ND,ND,499
121,160,ND,ND,-,500
6330,6339,354.135622,ND,ND,501
10042,10050,175.929648,ND,ND,502
889,933,ND,ND,-,503
9658,9667,428.790248,ND,ND,504
5690,5701,374.872554,ND,ND,505
889,934,ND,ND,-,506
8186,8201,933.04428,ND,ND,507
10106,10121,ND,ND,-,508
7929,7983,4583.095284,ND,ND,509
954,974,614.248704,ND,ND,510
1722,1743,1040.318788,ND,ND,511
8761,8820,4538.518694,ND,ND,512
8826,8855,1840.902214,ND,ND,513
10042,10072,1321.381044,ND,ND,514
6458,6481,357.590786,ND,ND,515
6522,6552,2402.533092,ND,ND,516
3193,3252,2907.14715,ND,ND,517
3833,3899,2676.249574,ND,ND,518
10999,11132,ND,ND,-,519
8312,8414,7794.70766,ND,ND,520
2808,2905,4986.004224,ND,ND,521
5242,5274,1032.14941,ND,ND,522
7290,7327,2259.24351,ND,ND,523
3508,3740,14001.11696,ND,ND,524
890,933,ND,ND,-,525
2171,2182,293.00302,ND,ND,526
891,905,ND,ND,-,527
9083,9093,197.34989,ND,ND,528
3323,3336,217.679152,ND,ND,529
7227,7245,693.536046,ND,ND,530
10939,10958,ND,ND,-,531
6329,6409,4189.761284,ND,ND,532
8187,8208,1429.498102,ND,ND,533
7867,7882,439.268274,ND,ND,534
5051,5073,507.349336,ND,ND,535
2491,2521,629.958324,ND,ND,536
8827,8853,1543.782262,ND,ND,537
1979,2010,698.39459,ND,ND,538
3195,3230,1771.428834,ND,ND,539
9907,10196,20133.80136,ND,ND,540
7227,7262,1354.497882,ND,ND,541
2491,2530,889.238286,ND,ND,542
8892,8905,605.139068,ND,ND,543
956,967,ND,ND,-,544
3516,3532,392.278434,ND,ND,545
3196,3215,837.389614,ND,ND,546
11004,11031,ND,ND,-,547
6396,6421,ND,ND,-,548
507,566,ND,ND,-,549
10940,10964,ND,ND,-,550
5884,5911,1617.734426,ND,ND,551
10299,10374,7200.033424,ND,ND,552
9274,9384,4128.876864,ND,ND,553
2365,2376,214.885232,ND,ND,554
3773,3784,178.108858,ND,ND,555
1405,1419,ND,ND,-,556
3069,3086,489.11028,ND,ND,557
9661,9676,676.27079,ND,ND,558
3581,3603,566.87474,ND,ND,559
6589,6608,319.744492,ND,ND,560
4221,4245,1299.85058,ND,ND,561
5245,5274,839.13232,ND,ND,562
1658,1782,6481.582318,ND,ND,563
5501,5529,405.802318,ND,ND,564
11133,11169,ND,ND,-,565
702,712,ND,ND,-,566
2621,2665,2132.496412,ND,ND,567
3326,3339,227.995662,ND,ND,568
9150,9169,470.647532,ND,ND,569
4094,4112,664.327236,ND,ND,570
1854,1870,177.951354,ND,ND,571
6206,6221,550.214026,ND,ND,572
2231,2472,13909.333824,ND,ND,573
10046,10068,870.815558,ND,ND,574
11454,11472,ND,ND,-,575
2429,2482,1206.959614,ND,ND,576
2494,2515,423.11529,ND,ND,577
1022,1047,1269.246788,ND,ND,578
5246,5273,691.834758,ND,ND,579
3901,3969,3903.918502,ND,ND,580
10238,10271,1209.4574,ND,ND,581
2938,3112,9189.76832,ND,ND,582
9978,10156,12028.110536,ND,ND,583
3007,3030,964.8556,ND,ND,584
11071,11101,ND,ND,-,585
10238,10299,3117.562336,ND,ND,586
4095,4124,1241.654716,ND,ND,587
3513,3735,13223.706652,ND,ND,588
6911,6938,1080.111496,ND,ND,589
6911,6945,1588.830954,ND,ND,590
3005,3100,4624.973038,ND,ND,591
3580,3712,8207.750802,ND,ND,592
3259,3425,7314.428176,ND,ND,593
9728,9739,406.838208,ND,ND,594
6016,6025,257.900496,ND,ND,595
3968,3982,653.996862,ND,ND,596
4095,4145,2595.858426,ND,ND,597
4543,4593,2834.816444,ND,ND,598
11456,11471,ND,ND,-,599
1088,1108,854.866504,ND,ND,600
9536,9553,536.535416,ND,ND,601
6848,6868,1145.119626,ND,ND,602
6718,6802,4880.612382,ND,ND,603
1664,1689,529.507998,ND,ND,604
3392,3418,738.491276,ND,ND,605
447,506,ND,ND,-,606
640,669,ND,ND,-,607
3328,3360,853.142676,ND,ND,608
1280,1315,826.09942,ND,ND,609
8833,8844,329.002468,ND,ND,610
5505,5514,164.661508,ND,ND,611
5824,5865,2171.927844,ND,ND,612
9857,9869,617.525442,ND,ND,613
3713,3723,322.15671,ND,ND,614
832,874,ND,ND,-,615
11007,11084,ND,ND,-,616
1150,1256,8118.925882,ND,ND,617
3137,3146,66.087752,ND,ND,618
4160,4205,2483.010598,ND,ND,619
9279,9353,2369.600508,ND,ND,620
2304,2349,1869.956816,ND,ND,621
6209,6226,669.850238,ND,ND,622
10495,10578,3711.721408,ND,ND,623
1025,1047,971.721124,ND,ND,624
5697,5717,1697.608828,ND,ND,625
10816,10878,2903.73972,ND,ND,626
10878,11004,ND,ND,-,627
8448,8503,2261.227,ND,ND,628
9921,9945,1301.18129,ND,ND,629
9793,9825,802.10772,ND,ND,630
3906,3916,261.394858,ND,ND,631
3970,3985,790.281176,ND,ND,632
2,23,ND,ND,-,633
3906,3927,774.036834,ND,ND,634
5314,5334,306.380284,ND,ND,635
4289,4341,1941.088134,ND,ND,636
4418,4444,601.870186,ND,ND,637
4865,4929,2533.91549,ND,ND,638
9922,9955,1845.665328,ND,ND,639
10882,10915,ND,ND,-,640
8195,8206,594.655676,ND,ND,641
7937,8019,6344.272502,ND,ND,642
2942,3117,9451.991166,ND,ND,643
11075,11090,ND,ND,-,644
10560,10693,9150.799598,ND,ND,645
10884,10898,ND,ND,-,646
