section,, AIC_NS, AIC_S16, relative_likelihood_S16, rank
4930,4969,891.456618,837.008056,6.658172031045098E11,57
1858,1906,999.26855,944.981796,6.140713723804506E11,58
2377,2403,613.847254,560.9996,2.990351613764796E11,59
10758,10904,9677.261168,9621.132634,1.5422553901184124E12,60
5303,5332,539.581088,487.312434,2.23869023215639E11,61
2097,2128,1705.66639,1653.65079,1.9726226998800064E11,62
1735,1750,581.54551,531.115462,8.92782737361618E10,63
1519,1577,3166.097004,3113.641256,2.4582211461834714E11,64
1003,1092,5335.873894,5282.62377,3.656937238732731E11,65
1530,1551,424.481052,374.096224,8.728234101442471E10,66
9410,9448,973.875574,922.800684,1.2324560623193777E11,67
6486,6515,1174.344396,1125.178078,4.7460280586532326E10,68
9384,9420,1176.555192,1127.631664,4.203481330054743E10,69
8591,8635,1982.552178,1933.819516,3.8208773539618286E10,70
10882,10915,1703.940632,1655.951492,2.6345676005365864E10,71
9359,9374,314.96353,268.508528,1.2234198219726831E10,72
4100,4262,9953.284556,9902.474792,1.0794438740360658E11,73
4684,4712,998.685188,951.48397,1.77670063783513E10,74
1803,1885,3415.093372,3367.943132,1.731986594232056E10,75
6006,6358,25274.642796,25224.689746,7.033427005618318E10,76
4691,4711,570.010618,526.004396,3.5960828759683557E9,77
6038,6050,252.317198,209.566654,1.9193875735609267E9,78
3144,3176,741.578108,696.98428,4.824215655125192E9,79
3355,3403,1925.015188,1879.646212,7.108008904631985E9,80
3149,3171,440.792642,396.961936,3.2939490464902015E9,81
6049,6323,19447.822134,19399.09958,3.8016153558847664E10,82
4303,4328,618.298958,575.053402,2.4584035185123734E9,83
8588,8636,2430.60385,2386.394588,3.980331721976819E9,84
9287,9312,557.515576,515.4355760000001,1.3726376256245277E9,85
5275,5329,1501.027926,1458.320762,1.8782043042104597E9,86
949,1161,15085.688922,15040.342228,7.029258073486664E9,87
8017,8029,234.519128,195.906338,2.424715640944577E8,88
1007,1051,2050.772888,2010.185704,6.507213013611333E8,89
4339,4366,751.888068,712.331962,3.8859685433163315E8,90
1524,1563,1645.980476,1606.32165,4.0907660714457655E8,91
4246,4262,339.80322,302.141734,1.5069115965528134E8,92
3620,3653,1351.126376,1312.308384,2.686704248552686E8,93
4243,4264,423.22442,385.448306,1.595801720521625E8,94
973,1051,4603.103058,4563.221072,4.57365312303711E8,95
8832,9151,26712.91788,26670.341134,1.7596363406240444E9,96
5599,5744,8488.36019,8448.083296,5.572067979535891E8,97
1006,1089,4781.012058,4741.972478,3.0014912726656705E8,98
4693,4714,474.53211,438.279532,7.44984591063752E7,99
2026,2082,2694.92395,2656.844532,1.8571225171595395E8,100
11243,11443,6143.057806,6102.488292,6.449975007845471E8,101
2045,2074,1059.05663,1022.478482,8.766856892475936E7,102
10885,10912,989.273772,953.003214,7.517121978193851E7,103
8863,9052,17735.643586,17695.852868,4.3696296448154646E8,104
9358,9375,360.64266,325.863976,3.565293394372678E7,105
8005,8036,971.64104,936.675112,3.915207577232456E7,106
6014,6068,1838.981746,1803.312798,5.56433983156891E7,107
2912,2933,496.834946,463.063402,2.1547535370170802E7,108
7240,7264,540.981298,506.97325,2.4252348111492746E7,109
11236,11415,4517.46462,4479.784338,1.5211403077244923E8,110
3782,3831,1334.813194,1299.90239,3.8087701777595334E7,111
6146,6159,269.015658,236.773926,1.002774190004696E7,112
5608,5742,8303.484058,8267.34966,7.0223881257631E7,113
5616,5681,1969.185248,1934.48466,3.428758865977094E7,114
3428,3452,524.539204,492.164006,1.0719756512899322E7,115
7308,7356,2486.689378,2453.335966,1.7482413661834642E7,116
7914,7935,552.672962,521.1022820000001,7169453.576653653,117
6493,6508,329.161504,298.249768,5157012.515883414,118
3776,4069,17090.27788,17053.556248,9.418919215479867E7,119
8680,9014,32233.74787,32196.894262,1.0061420415018949E8,120
4265,4298,1436.616786,1404.640046,8783363.686095668,121
8010,8036,757.804622,726.745744,5550724.401510954,122
4275,4296,637.634678,607.06589,4344381.678018218,123
8780,8906,8562.731094,8528.672288,2.4875725340489265E7,124
3551,3571,300.365772,270.44185,3147002.5929826014,125
3636,3969,19519.75961,19484.38444,4.804194300861851E7,126
5014,5032,348.913284,319.472584,2471535.0665601604,127
11371,11408,502.670438,472.5568,3460137.894010372,128
9885,10018,9510.514034,9478.429394,9270241.602129618,129
4264,4314,2551.336148,2521.916468,2445695.2590542356,130
1451,1513,2079.38538,2049.6132,2917069.2829283024,131
5015,5039,603.358984,576.608496,643864.7709241998,132
5217,5240,327.844698,301.234472,600256.8944609773,133
4332,4382,1587.14504,1559.056572,1256994.3591342627,134
6106,6323,14899.385126,14868.65063,4719663.204323136,135
5199,5214,322.949318,297.78238,291696.45415841317,136
5453,5481,319.339106,293.02969,516436.6977441245,137
2055,2081,643.377576,617.461078,424322.4752611309,138
6110,6148,1736.494088,1710.048992,552687.488217736,139
2054,2095,1353.298218,1327.226476,458571.26988237473,140
6242,6278,2306.890756,2281.22652,374039.99156555755,141
6112,6151,1771.232562,1746.266006,263887.4591124858,142
5174,5214,1536.58501,1511.723292,250411.03832400317,143
1612,1636,682.623792,658.993578,135280.67862402106,144
3384,3395,375.838684,354.49785,43062.89498156747,145
1611,1637,771.237412,748.660794,79882.25364391132,146
1603,1648,1832.80266,1809.223428,131875.8198414073,147
8880,8945,5831.852016,5807.740726,172067.9954396601,148
2891,3024,6876.4023,6851.97176,201847.95602044926,149
4862,4946,3540.439706,3517.075024,118461.22845658878,150
1873,1886,102.23633,82.690978,17547.66198865883,151
4905,4948,1193.70117,1171.870666,55008.99520369589,152
7193,7226,1943.35515,1922.296122,37403.29196561592,153
10924,10977,2533.182554,2511.485324,51462.82596047889,154
5469,5499,456.211692,436.84689,16032.945853623238,155
7187,7225,2454.62998,2435.173944,16781.258882464725,156
8852,8928,6919.589108,6898.866316,31615.285469169296,157
6046,6393,24381.06101,24357.776526,113805.02999440556,158
2019,2123,5678.096192,5659.152576,12988.348950387839,159
3554,3579,364.28704,348.302388,2958.1696660708094,160
2355,2383,840.735506,825.027508,2576.0152313553444,161
9886,9903,303.915736,289.706658,1217.4806967431755,162
1618,1670,2225.216036,2210.89213,1289.426725829747,163
8685,8918,21447.519772,21430.238056,5658.182462913339,164
3540,3557,305.619954,293.564224,414.8284245816548,165
3545,3556,109.673626,100.347082,105.98228950382182,166
5170,5187,351.06764,341.289362,132.83915029052238,167
3559,3600,1312.635908,1303.337132,104.52099914777827,168
2165,2182,466.58476,459.930286,27.861254609971038,169
4485,4647,10076.306126,10065.712296,199.71972326166693,170
8893,8907,833.323718,828.17721,13.108409882602833,171
3271,3313,1257.697254,1252.08915,16.511415662231386,172
6110,6312,13971.92261,13963.560376,65.43890766537088,173
4360,4448,4311.01108,4304.767104,22.691445426459858,174
5767,5823,3229.755928,3226.158338,6.042362029573932,175
4361,4410,2394.737756,2392.417672,3.1900672561272647,176
7076,7180,7046.565354,7043.673126,4.246580199147256,177
6186,6366,13015.05207,13012.24832,4.062810599519191,178
4354,4472,6159.88559,6160.821634,0.6262397462315759,179
6109,6315,14192.599752,14207.041856,7.310329675382725E-4,180
3867,4193,19866.867512,19884.16415,1.7542148396144103E-4,181
3460,3750,17956.206644,17987.13,1.927873632938564E-7,182
9377,9444,2336.30923,ND,ND,183
8033,8103,4017.86846,ND,ND,184
7134,7304,12770.55809,ND,ND,185
10019,10032,657.576688,ND,ND,186
2531,2540,225.81572,ND,ND,187
10785,10862,4183.700918,ND,ND,188
2915,2926,193.520278,ND,ND,189
9058,9099,1319.045306,ND,ND,190
4835,4847,197.839716,ND,ND,191
5987,6004,1134.13449,ND,ND,192
9946,10254,21243.51954,ND,ND,193
2978,3027,3312.677572,ND,ND,194
5155,5171,862.58778,ND,ND,195
3811,3828,400.561966,ND,ND,196
3875,3895,424.999946,ND,ND,197
4195,4214,892.85066,ND,ND,198
1057,1145,6946.511194,ND,ND,199
10658,10720,6776.689298,ND,ND,200
10723,10753,1421.40572,ND,ND,201
4835,4863,746.944244,ND,ND,202
2146,2210,2391.67169,ND,ND,203
4131,4163,983.180878,ND,ND,204
11490,11556,1574.762282,ND,ND,205
9956,9967,204.085762,ND,ND,206
1180,1448,14862.232404,ND,ND,207
6372,6385,352.723084,ND,ND,208
1827,1872,1530.901722,ND,ND,209
3748,3762,189.887766,ND,ND,210
2842,3178,17683.449254,ND,ND,211
7003,7309,24077.91515,ND,ND,212
3364,3379,398.667218,ND,ND,213
4068,4083,532.381786,ND,ND,214
3044,3072,836.987202,ND,ND,215
2530,2624,1949.014116,ND,ND,216
6052,6087,1342.559412,ND,ND,217
2917,2924,98.822448,ND,ND,218
5029,5043,292.863142,ND,ND,219
5925,5946,988.628146,ND,ND,220
3301,3322,579.921574,ND,ND,221
9317,9346,826.658332,ND,ND,222
10917,10941,547.769716,ND,ND,223
10724,10781,3238.752556,ND,ND,224
1826,1952,5117.65955,ND,ND,225
2724,2791,3577.184668,ND,ND,226
8869,8902,2169.751178,ND,ND,227
10275,10373,8380.193468,ND,ND,228
8358,8372,1244.519412,ND,ND,229
11557,11602,794.780946,ND,ND,230
3174,3185,203.969408,ND,ND,231
4454,4465,312.633298,ND,ND,232
5670,5681,204.501074,ND,ND,233
4902,4917,206.56425,ND,ND,234
6566,6581,1309.041468,ND,ND,235
7270,7290,1446.235506,ND,ND,236
3046,3068,633.902582,ND,ND,237
11174,11192,375.093128,ND,ND,238
4316,4661,20802.772752,ND,ND,239
8038,8067,1230.372528,ND,ND,240
6246,6274,1644.44907,ND,ND,241
3814,3859,2324.51699,ND,ND,242
4903,4915,145.543656,ND,ND,243
8934,8986,1771.745488,ND,ND,244
2534,2588,802.887192,ND,ND,245
4519,4539,572.463606,ND,ND,246
9319,9346,777.073182,ND,ND,247
4645,4732,4154.477626,ND,ND,248
10855,10878,483.995032,ND,ND,249
2278,2346,3274.1891,ND,ND,250
7912,7921,113.63001,ND,ND,251
6184,6198,431.72855,ND,ND,252
3623,3666,1696.354182,ND,ND,253
7138,7343,15014.543992,ND,ND,254
7336,7348,280.020432,ND,ND,255
9704,9713,338.922358,ND,ND,256
1191,1236,3313.046036,ND,ND,257
9512,9522,331.257396,ND,ND,258
7655,7705,4817.242172,ND,ND,259
2528,2804,13588.38056,ND,ND,260
11048,11072,1162.525708,ND,ND,261
5027,5221,10175.120718,ND,ND,262
8552,8590,2077.295496,ND,ND,263
3431,3496,3042.213842,ND,ND,264
7270,7372,7390.216312,ND,ND,265
1513,1522,313.489262,ND,ND,266
5545,5552,231.188572,ND,ND,267
2856,2899,1189.510854,ND,ND,268
1129,1142,523.525022,ND,ND,269
9193,9203,176.84937,ND,ND,270
8040,8087,2912.690776,ND,ND,271
10921,10937,314.334832,ND,ND,272
7144,7197,2902.207108,ND,ND,273
1193,1214,1227.772934,ND,ND,274
11433,11451,433.525056,ND,ND,275
7017,7043,855.155968,ND,ND,276
8489,8518,926.61329,ND,ND,277
7080,7136,4101.68944,ND,ND,278
2025,2053,1205.408054,ND,ND,279
8170,8182,1095.432984,ND,ND,280
6314,6323,221.49096,ND,ND,281
3498,3505,221.822832,ND,ND,282
8614,8755,8839.313894,ND,ND,283
169,213,1053.658786,ND,ND,284
5546,5557,313.228496,ND,ND,285
5098,5110,160.941046,ND,ND,286
1319,1429,4038.534774,ND,ND,287
5545,5594,1974.398372,ND,ND,288
4713,4760,1029.0677799999999,ND,ND,289
8362,8377,1078.52765,ND,ND,290
5290,5312,346.224616,ND,ND,291
5290,5309,316.112612,ND,ND,292
7465,7520,ND,ND,-,293
5994,6018,1376.2892,ND,ND,294
6698,6727,2052.592834,ND,ND,295
4650,4677,1092.339548,ND,ND,296
4070,4231,10382.912112,ND,ND,297
2858,2891,864.65461,ND,ND,298
2411,2422,228.609332,ND,ND,299
875,888,120.61695,ND,ND,300
11242,11283,891.032114,ND,ND,301
1451,1466,86.435446,ND,ND,302
4011,4026,416.124306,ND,ND,303
9771,9791,938.001712,ND,ND,304
6059,6084,601.876018,ND,ND,305
6826,6886,3403.994102,ND,ND,306
5419,5447,710.044414,ND,ND,307
2667,2704,1384.936426,ND,ND,308
2924,2932,92.82203,ND,ND,309
8172,8186,949.951648,ND,ND,310
876,887,103.439156,ND,ND,311
8171,8211,3748.210782,ND,ND,312
7464,7603,16527.863946,ND,ND,313
3948,3963,568.617164,ND,ND,314
10662,10873,17816.45209,ND,ND,315
9898,9983,5650.883566,ND,ND,316
2538,2620,1309.55392,ND,ND,317
362,447,2040.439186,ND,ND,318
2283,2340,2931.31084,ND,ND,319
4140,4173,1582.930438,ND,ND,320
5868,5900,1951.57768,ND,ND,321
8935,9137,15775.748234,ND,ND,322
7981,8002,814.027624,ND,ND,323
7277,7302,2262.398902,ND,ND,324
9513,9665,9485.088434,ND,ND,325
9708,9764,4312.305822,ND,ND,326
1322,1448,4428.847422,ND,ND,327
4397,4434,1320.778044,ND,ND,328
5165,5202,1378.689284,ND,ND,329
4397,4433,1320.446288,ND,ND,330
4142,4153,158.895908,ND,ND,331
3950,3963,451.19376,ND,ND,332
10862,10881,778.41986,ND,ND,333
6574,6590,737.918318,ND,ND,334
7982,8004,865.763014,ND,ND,335
7405,7463,5487.909894,ND,ND,336
10798,10824,1514.326038,ND,ND,337
3885,3946,3026.899954,ND,ND,338
1518,1549,1619.092962,ND,ND,339
10472,10699,15826.23104,ND,ND,340
2926,2959,563.878712,ND,ND,341
3309,3381,2389.972482,ND,ND,342
10413,10491,5812.60793,ND,ND,343
1647,1657,243.427614,ND,ND,344
8361,8572,17485.380386,ND,ND,345
7149,7238,6479.802926,ND,ND,346
4975,5004,860.166772,ND,ND,347
10671,10697,1875.866816,ND,ND,348
1199,1233,2543.62256,ND,ND,349
1071,1105,1952.316658,ND,ND,350
8111,8149,2817.166594,ND,ND,351
6640,6651,698.281234,ND,ND,352
10159,10201,1749.03506,ND,ND,353
9895,10205,21557.881666,ND,ND,354
6832,6854,657.292166,ND,ND,355
2864,2883,334.390734,ND,ND,356
10736,10754,672.929568,ND,ND,357
3885,4005,7148.470646,ND,ND,358
1840,1872,841.244368,ND,ND,359
4719,4783,2716.48438,ND,ND,360
10032,10064,1877.055754,ND,ND,361
9840,9883,2437.993962,ND,ND,362
4273,4282,269.597472,ND,ND,363
3056,3098,1747.121692,ND,ND,364
10033,10046,536.181558,ND,ND,365
3823,3897,3674.991128,ND,ND,366
6829,6964,8850.944994,ND,ND,367
4529,4537,146.821694,ND,ND,368
4849,4863,349.732902,ND,ND,369
7080,7381,23276.002546,ND,ND,370
5489,5500,60.846568,ND,ND,371
4848,4897,2017.993182,ND,ND,372
2929,2944,224.70571,ND,ND,373
4209,4228,1206.980298,ND,ND,374
6641,6670,3013.619664,ND,ND,375
4529,4556,1619.820696,ND,ND,376
2987,3215,12255.879974,ND,ND,377
5041,5078,944.430312,ND,ND,378
1778,1785,79.791988,ND,ND,379
9586,9597,ND,ND,-,380
11633,11676,823.412294,ND,ND,381
50,58,110.704312,ND,ND,382
1906,1919,389.80611,ND,ND,383
5362,5373,195.929504,ND,ND,384
2034,2047,406.178764,ND,ND,385
4977,5026,1911.39858,ND,ND,386
2991,3107,5931.344052,ND,ND,387
3122,3141,310.912588,ND,ND,388
10673,10723,5409.075578,ND,ND,389
5871,5986,7413.775348,ND,ND,390
10353,10402,4914.666368,ND,ND,391
7602,7621,708.402246,ND,ND,392
754,776,439.99429,ND,ND,393
6769,6830,4309.089622,ND,ND,394
9714,9738,1050.23945,ND,ND,395
2353,2425,3005.284332,ND,ND,396
4270,4439,8688.24459,ND,ND,397
8946,8989,1017.393046,ND,ND,398
2483,2492,254.576598,ND,ND,399
9519,9656,7999.257914,ND,ND,400
3763,3778,292.11079,ND,ND,401
3123,3146,378.48814,ND,ND,402
10739,10776,1841.626996,ND,ND,403
6899,6936,1784.363574,ND,ND,404
948,955,45.047074,ND,ND,405
5876,5883,175.08796,ND,ND,406
3059,3100,1780.308004,ND,ND,407
4404,4421,638.690494,ND,ND,408
8820,8839,1155.406226,ND,ND,409
3699,3746,3253.529152,ND,ND,410
3700,3726,1533.878196,ND,ND,411
2483,2541,2375.783248,ND,ND,412
6128,6280,10418.864362,ND,ND,413
1844,1871,565.35065,ND,ND,414
7412,7441,1306.633442,ND,ND,415
5108,5141,1133.718874,ND,ND,416
8499,8562,4289.897066,ND,ND,417
6961,7093,8268.104494,ND,ND,418
4852,4894,1643.001788,ND,ND,419
4917,4931,272.273966,ND,ND,420
757,773,276.242218,ND,ND,421
6965,6980,294.468246,ND,ND,422
6645,6660,1280.762592,ND,ND,423
11125,11142,1004.87683,ND,ND,424
3829,3852,1452.984874,ND,ND,425
9010,9132,9298.932134,ND,ND,426
7989,8022,935.568782,ND,ND,427
10741,10779,1729.892332,ND,ND,428
2294,2304,269.617098,ND,ND,429
5811,5921,7110.170286,ND,ND,430
626,768,4375.642298,ND,ND,431
4342,4359,305.19185,ND,ND,432
10166,10184,461.740974,ND,ND,433
3510,3533,573.869294,ND,ND,434
5685,5744,5062.098958,ND,ND,435
9973,10030,3806.864068,ND,ND,436
4791,4800,138.848432,ND,ND,437
7670,7710,2598.192158,ND,ND,438
8759,8773,2690.143278,ND,ND,439
6897,7101,13646.419606,ND,ND,440
10035,10173,7484.391136,ND,ND,441
1975,1990,224.815794,ND,ND,442
6071,6089,1016.45876,ND,ND,443
7606,7654,3589.42698,ND,ND,444
8183,8200,1230.015822,ND,ND,445
7156,7272,7705.213718,ND,ND,446
5111,5131,563.742344,ND,ND,447
1971,2126,8604.590332,ND,ND,448
5746,5933,12654.01665,ND,ND,449
4983,5011,1084.11224,ND,ND,450
5560,5567,108.154722,ND,ND,451
10680,10688,287.983754,ND,ND,452
567,612,895.34185,ND,ND,453
7288,7304,1426.373212,ND,ND,454
5880,5896,1493.100752,ND,ND,455
11121,11360,11294.203268,ND,ND,456
823,875,1530.510772,ND,ND,457
9784,9801,468.186906,ND,ND,458
10167,10227,3078.135378,ND,ND,459
8568,8591,981.17296,ND,ND,460
8436,8587,11131.037252,ND,ND,461
8247,8310,3748.75887,ND,ND,462
4473,4482,240.504806,ND,ND,463
4473,4481,205.292946,ND,ND,464
7353,7367,423.649812,ND,ND,465
2488,2532,1353.977198,ND,ND,466
3125,3265,6312.141848,ND,ND,467
5881,5893,978.315942,ND,ND,468
6966,7079,6993.830516,ND,ND,469
9015,9094,4529.59907,ND,ND,470
697,718,385.55262,ND,ND,471
2744,2804,3201.412704,ND,ND,472
1907,2126,11798.20588,ND,ND,473
2424,2486,1561.952586,ND,ND,474
5615,5971,24590.639724,ND,ND,475
3893,4060,10035.179278,ND,ND,476
10042,10050,175.929648,ND,ND,477
889,933,506.602676,ND,ND,478
6202,6214,425.975356,ND,ND,479
5690,5701,374.872554,ND,ND,480
889,934,528.904034,ND,ND,481
7929,7983,4583.095284,ND,ND,482
10297,10346,3486.678206,ND,ND,483
1143,1262,9206.673338,ND,ND,484
8826,8855,1840.902214,ND,ND,485
6458,6481,357.590786,ND,ND,486
3193,3252,2907.14715,ND,ND,487
8312,8414,7794.70766,ND,ND,488
2808,2905,4986.004224,ND,ND,489
5242,5274,1032.14941,ND,ND,490
7290,7327,2259.24351,ND,ND,491
3508,3740,14001.11696,ND,ND,492
10299,10310,722.63755,ND,ND,493
3385,3459,3474.910762,ND,ND,494
890,933,489.389768,ND,ND,495
7227,7239,505.749904,ND,ND,496
891,905,212.338332,ND,ND,497
6843,6861,773.928222,ND,ND,498
7227,7245,693.536046,ND,ND,499
10939,10958,481.656078,ND,ND,500
6329,6409,4189.761284,ND,ND,501
8187,8208,1429.498102,ND,ND,502
7867,7882,439.268274,ND,ND,503
7675,7696,936.5278,ND,ND,504
5243,5272,753.490938,ND,ND,505
2491,2521,629.958324,ND,ND,506
8827,8853,1543.782262,ND,ND,507
1979,2010,698.39459,ND,ND,508
7736,7865,9699.3211,ND,ND,509
3195,3230,1771.428834,ND,ND,510
7227,7262,1354.497882,ND,ND,511
2491,2530,889.238286,ND,ND,512
1788,1797,95.300282,ND,ND,513
956,967,275.722418,ND,ND,514
9851,9893,2203.70169,ND,ND,515
4604,4625,652.241966,ND,ND,516
11004,11031,1837.09346,ND,ND,517
6396,6421,1090.79684,ND,ND,518
9019,9080,3089.3837,ND,ND,519
10940,10964,548.5569,ND,ND,520
507,566,1162.524778,ND,ND,521
11452,11475,320.921972,ND,ND,522
5884,5911,1617.734426,ND,ND,523
5500,5536,629.630932,ND,ND,524
10299,10374,7200.033424,ND,ND,525
9274,9384,4128.876864,ND,ND,526
2365,2376,214.885232,ND,ND,527
3773,3784,178.108858,ND,ND,528
3836,3882,1780.67405,ND,ND,529
957,972,447.622758,ND,ND,530
4221,4237,957.326216,ND,ND,531
3197,3214,722.399564,ND,ND,532
3069,3086,489.11028,ND,ND,533
3325,3345,429.263442,ND,ND,534
9661,9676,676.27079,ND,ND,535
3581,3603,566.87474,ND,ND,536
6589,6608,319.744492,ND,ND,537
4221,4245,1299.85058,ND,ND,538
5245,5274,839.13232,ND,ND,539
4669,4699,1642.169586,ND,ND,540
1658,1782,6481.582318,ND,ND,541
5501,5529,405.802318,ND,ND,542
2870,3125,13015.020404,ND,ND,543
2238,2247,244.95911,ND,ND,544
702,712,92.681294,ND,ND,545
2621,2665,2132.496412,ND,ND,546
3326,3339,227.995662,ND,ND,547
5310,5327,259.45665199999996,ND,ND,548
9150,9169,470.647532,ND,ND,549
10110,10130,176.665226,ND,ND,550
4094,4112,664.327236,ND,ND,551
1854,1870,177.951354,ND,ND,552
2231,2472,13909.333824,ND,ND,553
10046,10068,870.815558,ND,ND,554
5694,5715,1837.00993,ND,ND,555
11454,11472,224.66624,ND,ND,556
2429,2482,1206.959614,ND,ND,557
2494,2515,423.11529,ND,ND,558
1022,1047,1269.246788,ND,ND,559
3901,3969,3903.918502,ND,ND,560
10238,10271,1209.4574,ND,ND,561
11135,11146,773.22408,ND,ND,562
6911,6925,822.284836,ND,ND,563
5567,5579,180.406858,ND,ND,564
8055,8322,22966.852024,ND,ND,565
5054,5101,1751.011522,ND,ND,566
5183,5204,820.809994,ND,ND,567
9978,10156,12028.110536,ND,ND,568
10557,10649,4623.271534,ND,ND,569
3007,3030,964.8556,ND,ND,570
4344,4597,15878.440846,ND,ND,571
4095,4124,1241.654716,ND,ND,572
3513,3735,13223.706652,ND,ND,573
6911,6945,1588.830954,ND,ND,574
3580,3712,8207.750802,ND,ND,575
8447,8480,1553.757664,ND,ND,576
3259,3425,7314.428176,ND,ND,577
6016,6025,257.900496,ND,ND,578
7168,7186,1031.268122,ND,ND,579
4543,4593,2834.816444,ND,ND,580
4094,4179,5051.843846,ND,ND,581
11456,11471,131.87955,ND,ND,582
1088,1108,854.866504,ND,ND,583
9536,9553,536.535416,ND,ND,584
6718,6802,4880.612382,ND,ND,585
9152,9181,938.211144,ND,ND,586
3392,3418,738.491276,ND,ND,587
3328,3360,853.142676,ND,ND,588
5822,5924,6680.380948,ND,ND,589
5505,5514,164.661508,ND,ND,590
5824,5865,2171.927844,ND,ND,591
9857,9869,617.525442,ND,ND,592
3713,3723,322.15671,ND,ND,593
11007,11084,6669.328648,ND,ND,594
1150,1256,8118.925882,ND,ND,595
3137,3146,66.087752,ND,ND,596
4160,4205,2483.010598,ND,ND,597
9279,9353,2369.600508,ND,ND,598
3137,3150,97.809416,ND,ND,599
2304,2349,1869.956816,ND,ND,600
6209,6226,669.850238,ND,ND,601
10495,10578,3711.721408,ND,ND,602
1025,1047,971.721124,ND,ND,603
5697,5717,1697.608828,ND,ND,604
9921,9944,1168.620344,ND,ND,605
8448,8503,2261.227,ND,ND,606
9921,9945,1301.18129,ND,ND,607
5632,5691,2446.490104,ND,ND,608
9793,9825,802.10772,ND,ND,609
9090,9103,244.172988,ND,ND,610
3970,3985,790.281176,ND,ND,611
834,851,354.51597,ND,ND,612
9922,9944,988.260452,ND,ND,613
8321,8369,3668.761852,ND,ND,614
3906,3927,774.036834,ND,ND,615
5314,5334,306.380284,ND,ND,616
4289,4341,1941.088134,ND,ND,617
4865,4929,2533.91549,ND,ND,618
9922,9955,1845.665328,ND,ND,619
8770,8813,1970.636874,ND,ND,620
8195,8206,594.655676,ND,ND,621
2942,3109,8973.115214,ND,ND,622
8379,8648,19707.51501,ND,ND,623
5630,5797,11737.078634,ND,ND,624
7875,7888,283.357454,ND,ND,625
7937,8019,6344.272502,ND,ND,626
11075,11090,680.795938,ND,ND,627
