Position,Relative_Likelihood
133,2.144149216859088E34
134,2.144149216859088E34
135,2.144149216859088E34
136,2.144149216859088E34
137,2.144149216859088E34
138,2.144149216859088E34
139,2.144149216859088E34
140,2.144149216859088E34
141,2.144149216859088E34
142,2.144149216859088E34
143,2.144149216859088E34
144,2.144149216859088E34
145,2.144149216859088E34
146,2.144149216859088E34
147,2.144149216859088E34
148,2.144149216859088E34
149,2.144149216859088E34
150,2.144149216859088E34
151,2.144149216859088E34
152,2.144149216859088E34
153,2.144149216859088E34
154,2.144149216859088E34
155,2.144149216859088E34
156,2.144149216859088E34
157,2.144149216859088E34
158,2.144149216859088E34
159,2.144149216859088E34
160,2.144149216859088E34
161,2.144149216859088E34
162,2.144149216859088E34
163,2.144149216859088E34
164,2.144149216859088E34
165,2.144149216859088E34
166,2.144149216859088E34
167,2.144149216859088E34
168,2.144149216859088E34
169,2.144149216859088E34
170,2.144149216859088E34
171,2.144149216859088E34
172,2.144149216859088E34
173,2.144149216859088E34
174,2.144149216859088E34
175,2.144149216859088E34
176,2.144149216859088E34
177,2.144149216859088E34
178,2.144149216859088E34
179,2.144149216859088E34
180,2.144149216859088E34
181,2.144149216859088E34
182,2.144149216859088E34
183,2.144149216859088E34
184,2.144149216859088E34
185,2.144149216859088E34
186,2.144149216859088E34
187,2.144149216859088E34
188,2.144149216859088E34
189,2.144149216859088E34
190,2.144149216859088E34
191,2.144149216859088E34
192,2.144149216859088E34
193,2.144149216859088E34
194,2.144149216859088E34
195,2.144149216859088E34
196,2.144149216859088E34
197,2.144149216859088E34
198,2.144149216859088E34
199,2.144149216859088E34
200,2.144149216859088E34
201,2.144149216859088E34
202,2.144149216859088E34
203,2.144149216859088E34
204,2.144149216859088E34
205,2.144149216859088E34
206,2.144149216859088E34
207,2.144149216859088E34
208,2.144149216859088E34
209,2.144149216859088E34
210,2.144149216859088E34
211,2.144149216859088E34
212,2.144149216859088E34
213,2.144149216859088E34
214,2.144149216859088E34
215,2.144149216859088E34
216,2.144149216859088E34
217,2.144149216859088E34
218,2.144149216859088E34
219,2.144149216859088E34
220,2.144149216859088E34
221,2.144149216859088E34
222,2.144149216859088E34
223,2.144149216859088E34
224,2.144149216859088E34
225,2.144149216859088E34
226,2.144149216859088E34
227,2.144149216859088E34
228,2.144149216859088E34
229,2.144149216859088E34
230,2.144149216859088E34
231,2.144149216859088E34
232,2.144149216859088E34
233,2.144149216859088E34
234,2.144149216859088E34
235,2.144149216859088E34
236,2.144149216859088E34
237,2.144149216859088E34
238,2.144149216859088E34
239,2.144149216859088E34
240,2.144149216859088E34
241,2.144149216859088E34
242,2.144149216859088E34
243,2.144149216859088E34
244,2.144149216859088E34
245,2.144149216859088E34
246,2.144149216859088E34
247,2.144149216859088E34
248,2.144149216859088E34
249,2.144149216859088E34
250,2.144149216859088E34
251,2.144149216859088E34
252,2.144149216859088E34
253,2.144149216859088E34
254,2.144149216859088E34
255,2.144149216859088E34
256,2.144149216859088E34
257,2.144149216859088E34
258,2.144149216859088E34
259,2.144149216859088E34
260,2.144149216859088E34
261,2.144149216859088E34
262,2.144149216859088E34
263,2.144149216859088E34
264,2.144149216859088E34
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,0.0
298,0.0
299,0.0
300,0.0
301,0.0
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,0.0
320,0.0
321,0.0
322,0.0
323,0.0
324,0.0
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,0.0
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
351,0.0
352,0.0
353,0.0
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
368,0.0
369,0.0
370,0.0
371,0.0
372,0.0
373,0.0
374,0.0
375,0.0
376,0.0
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,0.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,0.0
401,0.0
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,0.0
416,0.0
417,0.0
418,0.0
419,0.0
420,0.0
421,0.0
422,0.0
423,0.0
424,0.0
425,0.0
426,0.0
427,0.0
428,0.0
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,0.0
440,0.0
441,0.0
442,0.0
443,0.0
444,0.0
445,0.0
446,0.0
447,0.0
448,0.0
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,0.0
464,0.0
465,0.0
466,0.0
467,0.0
468,0.0
469,0.0
470,0.0
471,0.0
472,0.0
473,0.0
474,0.0
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,0.0
488,0.0
489,0.0
490,0.0
491,0.0
492,0.0
493,0.0
494,0.0
495,0.0
496,0.0
497,0.0
498,0.0
499,0.0
500,0.0
501,0.0
502,0.0
503,0.0
504,0.0
505,0.0
506,0.0
507,0.0
508,0.0
509,0.0
510,0.0
511,0.0
512,0.0
513,0.0
514,0.0
515,0.0
516,0.0
517,0.0
518,0.0
519,0.0
520,0.0
521,0.0
522,0.0
523,0.0
524,0.0
525,0.0
526,0.0
527,0.0
528,0.0
529,0.0
530,0.0
531,0.0
532,0.0
533,0.0
534,0.0
535,0.0
536,0.0
537,0.0
538,0.0
539,0.0
540,0.0
541,0.0
542,0.0
543,0.0
544,0.0
545,0.0
546,0.0
547,0.0
548,0.0
549,0.0
550,0.0
551,0.0
552,0.0
553,0.0
554,0.0
555,0.0
556,0.0
557,0.0
558,0.0
559,0.0
560,0.0
561,0.0
562,0.0
563,0.0
564,0.0
565,0.0
566,0.0
567,0.0
568,0.0
569,0.0
570,0.0
571,0.0
572,0.0
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.0
583,0.0
584,0.0
585,0.0
586,0.0
587,0.0
588,0.0
589,0.0
590,0.0
591,0.0
592,0.0
593,0.0
594,0.0
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.0
607,0.0
608,0.0
609,0.0
610,0.0
611,0.0
612,0.0
613,0.0
614,0.0
615,3.805493125103553E26
616,3.805493125103553E26
617,3.805493125103553E26
618,3.805493125103553E26
619,3.805493125103553E26
620,3.805493125103553E26
621,3.805493125103553E26
622,3.805493125103553E26
623,3.805493125103553E26
624,3.805493125103553E26
625,3.805493125103553E26
626,3.805493125103553E26
627,3.805493125103553E26
628,3.805493125103553E26
629,3.805493125103553E26
630,3.805493125103553E26
631,3.805493125103553E26
632,3.805493125103553E26
633,3.805493125103553E26
634,3.805493125103553E26
635,3.805493125103553E26
636,3.805493125103553E26
637,3.805493125103553E26
638,3.805493125103553E26
639,3.805493125103553E26
640,3.805493125103553E26
641,3.805493125103553E26
642,3.805493125103553E26
643,3.805493125103553E26
644,3.805493125103553E26
645,3.805493125103553E26
646,3.805493125103553E26
647,3.805493125103553E26
648,3.805493125103553E26
649,3.805493125103553E26
650,3.805493125103553E26
651,3.805493125103553E26
652,3.805493125103553E26
653,3.805493125103553E26
654,3.805493125103553E26
655,3.805493125103553E26
656,3.805493125103553E26
657,3.805493125103553E26
658,3.805493125103553E26
659,3.805493125103553E26
660,3.805493125103553E26
661,3.805493125103553E26
662,3.805493125103553E26
663,3.805493125103553E26
664,3.805493125103553E26
665,3.805493125103553E26
666,3.805493125103553E26
667,3.805493125103553E26
668,3.805493125103553E26
669,3.805493125103553E26
670,3.805493125103553E26
671,3.805493125103553E26
672,3.805493125103553E26
673,3.805493125103553E26
674,3.805493125103553E26
675,3.805493125103553E26
676,3.805493125103553E26
677,3.805493125103553E26
678,3.805493125103553E26
679,3.805493125103553E26
680,3.805493125103553E26
681,3.805493125103553E26
682,3.805493125103553E26
683,3.805493125103553E26
684,3.805493125103553E26
685,3.805493125103553E26
686,3.805493125103553E26
687,3.805493125103553E26
688,3.805493125103553E26
689,3.805493125103553E26
690,3.805493125103553E26
691,3.805493125103553E26
692,3.805493125103553E26
693,3.805493125103553E26
694,3.805493125103553E26
695,3.805493125103553E26
696,3.805493125103553E26
697,3.805493125103553E26
698,3.805493125103553E26
699,3.805493125103553E26
700,3.805493125103553E26
701,3.805493125103553E26
702,3.805493125103553E26
703,3.805493125103553E26
704,3.805493125103553E26
705,3.805493125103553E26
706,3.805493125103553E26
707,3.805493125103553E26
708,3.805493125103553E26
709,3.805493125103553E26
710,3.805493125103553E26
711,3.805493125103553E26
712,3.805493125103553E26
713,3.805493125103553E26
714,3.805493125103553E26
715,3.805493125103553E26
716,3.805493125103553E26
717,3.805493125103553E26
718,3.805493125103553E26
719,3.805493125103553E26
720,3.805493125103553E26
721,3.805493125103553E26
722,3.805493125103553E26
723,3.805493125103553E26
724,3.805493125103553E26
725,3.805493125103553E26
726,3.805493125103553E26
727,3.805493125103553E26
728,3.805493125103553E26
729,3.805493125103553E26
730,3.805493125103553E26
731,3.805493125103553E26
732,3.805493125103553E26
733,3.805493125103553E26
734,3.805493125103553E26
735,3.805493125103553E26
736,3.805493125103553E26
737,3.805493125103553E26
738,3.805493125103553E26
739,3.805493125103553E26
740,3.805493125103553E26
741,3.805493125103553E26
742,3.805493125103553E26
743,3.805493125103553E26
744,3.805493125103553E26
745,3.805493125103553E26
746,3.805493125103553E26
747,3.805493125103553E26
748,3.805493125103553E26
749,3.805493125103553E26
750,3.805493125103553E26
751,3.805493125103553E26
752,3.805493125103553E26
753,3.805493125103553E26
754,3.805493125103553E26
755,3.805493125103553E26
756,3.805493125103553E26
757,3.805493125103553E26
758,3.805493125103553E26
759,3.805493125103553E26
760,3.805493125103553E26
761,3.805493125103553E26
762,3.805493125103553E26
763,3.805493125103553E26
764,3.805493125103553E26
765,3.805493125103553E26
766,3.805493125103553E26
767,3.805493125103553E26
768,3.805493125103553E26
769,3.805493125103553E26
770,3.805493125103553E26
771,3.0458844025326586E29
772,3.0458844025326586E29
773,3.0458844025326586E29
774,3.0458844025326586E29
775,3.0458844025326586E29
776,3.0458844025326586E29
777,3.0458844025326586E29
778,3.0458844025326586E29
779,3.0458844025326586E29
780,3.0458844025326586E29
781,3.0458844025326586E29
782,3.0458844025326586E29
783,3.0458844025326586E29
784,3.0458844025326586E29
785,3.0458844025326586E29
786,3.0458844025326586E29
787,3.0458844025326586E29
788,3.0458844025326586E29
789,3.0458844025326586E29
790,3.0458844025326586E29
791,3.0458844025326586E29
792,3.0458844025326586E29
793,3.0458844025326586E29
794,3.0458844025326586E29
795,3.0458844025326586E29
796,3.0458844025326586E29
797,3.0458844025326586E29
798,3.0458844025326586E29
799,3.0458844025326586E29
800,3.0458844025326586E29
801,3.0458844025326586E29
802,3.0458844025326586E29
803,3.0458844025326586E29
804,3.0458844025326586E29
805,3.0458844025326586E29
806,3.0458844025326586E29
807,3.0458844025326586E29
808,3.0458844025326586E29
809,3.0458844025326586E29
810,3.0458844025326586E29
811,3.0458844025326586E29
812,3.0458844025326586E29
813,3.0458844025326586E29
814,3.0458844025326586E29
815,3.0458844025326586E29
816,3.0458844025326586E29
817,3.0458844025326586E29
818,3.0458844025326586E29
819,3.0458844025326586E29
820,3.0458844025326586E29
821,3.0458844025326586E29
822,3.0458844025326586E29
823,3.0458844025326586E29
824,3.0458844025326586E29
825,3.0458844025326586E29
826,3.0458844025326586E29
827,3.0458844025326586E29
828,3.0458844025326586E29
829,3.0458844025326586E29
830,3.0458844025326586E29
831,3.0458844025326586E29
832,3.0458844025326586E29
833,3.0458844025326586E29
834,3.0458844025326586E29
835,3.0458844025326586E29
836,3.0458844025326586E29
837,3.0458844025326586E29
838,3.0458844025326586E29
839,3.0458844025326586E29
840,3.0458844025326586E29
841,3.0458844025326586E29
842,3.0458844025326586E29
843,3.0458844025326586E29
844,3.0458844025326586E29
845,3.0458844025326586E29
846,3.0458844025326586E29
847,3.0458844025326586E29
848,3.0458844025326586E29
849,3.0458844025326586E29
850,3.0458844025326586E29
851,3.0458844025326586E29
852,3.0458844025326586E29
853,3.0458844025326586E29
854,3.0458844025326586E29
855,3.0458844025326586E29
856,3.0458844025326586E29
857,3.0458844025326586E29
858,3.0458844025326586E29
859,3.0458844025326586E29
860,3.0458844025326586E29
861,3.0458844025326586E29
862,3.0458844025326586E29
863,3.0458844025326586E29
864,3.0458844025326586E29
865,3.0458844025326586E29
866,3.0458844025326586E29
867,3.0458844025326586E29
868,3.0458844025326586E29
869,3.0458844025326586E29
870,3.0458844025326586E29
871,3.0458844025326586E29
872,3.0458844025326586E29
873,3.0458844025326586E29
874,3.0458844025326586E29
875,3.0458844025326586E29
876,3.0458844025326586E29
877,3.0458844025326586E29
878,3.0458844025326586E29
879,3.0458844025326586E29
880,3.0458844025326586E29
881,3.0458844025326586E29
882,3.0458844025326586E29
883,3.0458844025326586E29
884,3.0458844025326586E29
885,3.0458844025326586E29
886,3.0458844025326586E29
887,3.0458844025326586E29
888,3.0458844025326586E29
889,3.0458844025326586E29
890,3.0458844025326586E29
891,3.0458844025326586E29
892,3.0458844025326586E29
893,3.0458844025326586E29
894,3.0458844025326586E29
895,3.0458844025326586E29
896,3.0458844025326586E29
897,3.0458844025326586E29
898,3.0458844025326586E29
899,3.0458844025326586E29
900,3.0458844025326586E29
901,3.0458844025326586E29
902,3.0458844025326586E29
903,3.0458844025326586E29
904,3.0458844025326586E29
905,3.0458844025326586E29
906,3.0458844025326586E29
907,3.0458844025326586E29
908,3.0458844025326586E29
909,3.0458844025326586E29
910,3.0458844025326586E29
911,3.0458844025326586E29
912,3.0458844025326586E29
913,3.0458844025326586E29
914,3.0458844025326586E29
915,3.0458844025326586E29
916,3.0458844025326586E29
917,3.0458844025326586E29
918,3.0458844025326586E29
919,3.0458844025326586E29
920,3.0458844025326586E29
921,3.0458844025326586E29
922,3.0458844025326586E29
923,3.0458844025326586E29
924,3.0458844025326586E29
925,3.0458844025326586E29
926,3.0458844025326586E29
927,3.0458844025326586E29
928,3.0458844025326586E29
929,3.0458844025326586E29
930,3.0458844025326586E29
931,3.0458844025326586E29
932,3.0458844025326586E29
933,3.0458844025326586E29
934,3.0458844025326586E29
935,3.0458844025326586E29
936,3.0458844025326586E29
937,3.0458844025326586E29
938,3.0458844025326586E29
939,2.3026772993569027E27
940,2.3026772993569027E27
941,2.3026772993569027E27
942,2.3026772993569027E27
943,2.3026772993569027E27
944,2.3026772993569027E27
945,2.3026772993569027E27
946,2.3026772993569027E27
947,2.3026772993569027E27
948,2.3026772993569027E27
949,2.3026772993569027E27
950,2.3026772993569027E27
951,7.029258073486664E9
952,5.62641012234414E15
953,5.62641012234414E15
954,5.62641012234414E15
955,5.62641012234414E15
956,5.62641012234414E15
957,5.62641012234414E15
958,5.62641012234414E15
959,5.62641012234414E15
960,5.62641012234414E15
961,5.62641012234414E15
962,5.62641012234414E15
963,5.62641012234414E15
964,5.62641012234414E15
965,5.62641012234414E15
966,5.62641012234414E15
967,5.62641012234414E15
968,5.62641012234414E15
969,5.62641012234414E15
970,5.62641012234414E15
971,5.62641012234414E15
972,5.62641012234414E15
973,5.62641012234414E15
974,5.62641012234414E15
975,5.62641012234414E15
976,5.62641012234414E15
977,5.62641012234414E15
978,5.62641012234414E15
979,5.62641012234414E15
980,5.62641012234414E15
981,5.62641012234414E15
982,5.62641012234414E15
983,5.62641012234414E15
984,5.62641012234414E15
985,5.62641012234414E15
986,5.62641012234414E15
987,5.62641012234414E15
988,5.62641012234414E15
989,5.62641012234414E15
990,5.62641012234414E15
991,5.62641012234414E15
992,5.62641012234414E15
993,5.62641012234414E15
994,5.62641012234414E15
995,5.62641012234414E15
996,5.62641012234414E15
997,5.62641012234414E15
998,5.62641012234414E15
999,5.62641012234414E15
1000,5.62641012234414E15
1001,5.62641012234414E15
1002,5.62641012234414E15
1003,5.62641012234414E15
1004,5.62641012234414E15
1005,5.62641012234414E15
1006,5.62641012234414E15
1007,5.62641012234414E15
1008,5.62641012234414E15
1009,5.62641012234414E15
1010,5.62641012234414E15
1011,5.62641012234414E15
1012,5.62641012234414E15
1013,5.62641012234414E15
1014,5.62641012234414E15
1015,5.62641012234414E15
1016,5.62641012234414E15
1017,5.62641012234414E15
1018,5.62641012234414E15
1019,5.62641012234414E15
1020,5.62641012234414E15
1021,5.62641012234414E15
1022,5.62641012234414E15
1023,5.62641012234414E15
1024,5.62641012234414E15
1025,5.62641012234414E15
1026,5.62641012234414E15
1027,5.62641012234414E15
1028,5.62641012234414E15
1029,5.62641012234414E15
1030,5.62641012234414E15
1031,5.62641012234414E15
1032,5.62641012234414E15
1033,5.62641012234414E15
1034,5.62641012234414E15
1035,5.62641012234414E15
1036,5.62641012234414E15
1037,5.62641012234414E15
1038,5.62641012234414E15
1039,5.62641012234414E15
1040,5.62641012234414E15
1041,5.62641012234414E15
1042,5.62641012234414E15
1043,5.62641012234414E15
1044,5.62641012234414E15
1045,5.62641012234414E15
1046,5.62641012234414E15
1047,5.62641012234414E15
1048,5.62641012234414E15
1049,5.62641012234414E15
1050,5.62641012234414E15
1051,5.62641012234414E15
1052,5.62641012234414E15
1053,5.62641012234414E15
1054,5.62641012234414E15
1055,5.62641012234414E15
1056,5.62641012234414E15
1057,5.62641012234414E15
1058,5.62641012234414E15
1059,5.62641012234414E15
1060,5.62641012234414E15
1061,5.62641012234414E15
1062,5.62641012234414E15
1063,5.62641012234414E15
1064,5.62641012234414E15
1065,5.62641012234414E15
1066,5.62641012234414E15
1067,5.62641012234414E15
1068,5.62641012234414E15
1069,5.62641012234414E15
1070,5.62641012234414E15
1071,5.62641012234414E15
1072,5.62641012234414E15
1073,5.62641012234414E15
1074,5.62641012234414E15
1075,5.62641012234414E15
1076,5.62641012234414E15
1077,5.62641012234414E15
1078,5.62641012234414E15
1079,5.62641012234414E15
1080,5.62641012234414E15
1081,5.62641012234414E15
1082,5.62641012234414E15
1083,5.62641012234414E15
1084,5.62641012234414E15
1085,5.62641012234414E15
1086,5.62641012234414E15
1087,5.62641012234414E15
1088,5.62641012234414E15
1089,5.62641012234414E15
1090,5.62641012234414E15
1091,5.62641012234414E15
1092,5.62641012234414E15
1093,5.62641012234414E15
1094,5.62641012234414E15
1095,5.62641012234414E15
1096,5.62641012234414E15
1097,5.62641012234414E15
1098,5.62641012234414E15
1099,5.62641012234414E15
1100,5.62641012234414E15
1101,5.62641012234414E15
1102,5.62641012234414E15
1103,5.62641012234414E15
1104,5.62641012234414E15
1105,5.62641012234414E15
1106,5.62641012234414E15
1107,5.62641012234414E15
1108,5.62641012234414E15
1109,5.62641012234414E15
1110,5.62641012234414E15
1111,5.62641012234414E15
1112,5.62641012234414E15
1113,5.62641012234414E15
1114,5.62641012234414E15
1115,5.62641012234414E15
1116,5.62641012234414E15
1117,5.62641012234414E15
1118,5.62641012234414E15
1119,5.62641012234414E15
1120,5.62641012234414E15
1121,5.62641012234414E15
1122,5.62641012234414E15
1123,5.62641012234414E15
1124,5.62641012234414E15
1125,5.62641012234414E15
1126,5.62641012234414E15
1127,5.62641012234414E15
1128,5.62641012234414E15
1129,5.62641012234414E15
1130,5.62641012234414E15
1131,5.62641012234414E15
1132,5.62641012234414E15
1133,5.62641012234414E15
1134,5.62641012234414E15
1135,5.62641012234414E15
1136,5.62641012234414E15
1137,5.62641012234414E15
1138,5.62641012234414E15
1139,5.62641012234414E15
1140,5.62641012234414E15
1141,5.62641012234414E15
1142,5.62641012234414E15
1143,5.62641012234414E15
1144,5.62641012234414E15
1145,5.62641012234414E15
1146,5.62641012234414E15
1147,5.62641012234414E15
1148,5.62641012234414E15
1149,5.62641012234414E15
1150,5.62641012234414E15
1151,5.62641012234414E15
1152,5.62641012234414E15
1153,5.62641012234414E15
1154,5.62641012234414E15
1155,5.62641012234414E15
1156,5.62641012234414E15
1157,7.029258073486664E9
1158,7.029258073486664E9
1159,7.029258073486664E9
1160,7.029258073486664E9
1161,7.029258073486664E9
1162,0.0
1163,0.0
1164,0.0
1165,0.0
1166,0.0
1167,0.0
1168,0.0
1169,0.0
1170,0.0
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,0.0
1178,0.0
1179,0.0
1180,0.0
1181,0.0
1182,0.0
1183,0.0
1184,0.0
1185,0.0
1186,0.0
1187,0.0
1188,0.0
1189,0.0
1190,0.0
1191,0.0
1192,0.0
1193,0.0
1194,0.0
1195,0.0
1196,0.0
1197,0.0
1198,0.0
1199,0.0
1200,0.0
1201,0.0
1202,0.0
1203,0.0
1204,0.0
1205,0.0
1206,0.0
1207,0.0
1208,0.0
1209,0.0
1210,0.0
1211,0.0
1212,0.0
1213,0.0
1214,0.0
1215,0.0
1216,0.0
1217,0.0
1218,0.0
1219,0.0
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,0.0
1225,0.0
1226,0.0
1227,0.0
1228,0.0
1229,0.0
1230,0.0
1231,0.0
1232,0.0
1233,0.0
1234,0.0
1235,0.0
1236,0.0
1237,0.0
1238,0.0
1239,0.0
1240,0.0
1241,0.0
1242,0.0
1243,0.0
1244,0.0
1245,0.0
1246,0.0
1247,0.0
1248,0.0
1249,0.0
1250,0.0
1251,0.0
1252,0.0
1253,0.0
1254,0.0
1255,0.0
1256,0.0
1257,0.0
1258,0.0
1259,0.0
1260,0.0
1261,0.0
1262,0.0
1263,0.0
1264,0.0
1265,0.0
1266,0.0
1267,0.0
1268,0.0
1269,0.0
1270,0.0
1271,0.0
1272,0.0
1273,0.0
1274,0.0
1275,0.0
1276,0.0
1277,0.0
1278,0.0
1279,0.0
1280,0.0
1281,0.0
1282,0.0
1283,0.0
1284,0.0
1285,0.0
1286,0.0
1287,0.0
1288,0.0
1289,0.0
1290,0.0
1291,0.0
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,0.0
1298,0.0
1299,0.0
1300,0.0
1301,0.0
1302,0.0
1303,0.0
1304,0.0
1305,0.0
1306,0.0
1307,0.0
1308,0.0
1309,0.0
1310,0.0
1311,0.0
1312,0.0
1313,0.0
1314,0.0
1315,0.0
1316,0.0
1317,0.0
1318,0.0
1319,0.0
1320,0.0
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,0.0
1327,0.0
1328,0.0
1329,0.0
1330,0.0
1331,0.0
1332,0.0
1333,0.0
1334,0.0
1335,0.0
1336,0.0
1337,0.0
1338,0.0
1339,0.0
1340,0.0
1341,0.0
1342,0.0
1343,0.0
1344,0.0
1345,0.0
1346,0.0
1347,0.0
1348,0.0
1349,0.0
1350,0.0
1351,0.0
1352,0.0
1353,0.0
1354,0.0
1355,0.0
1356,0.0
1357,0.0
1358,0.0
1359,0.0
1360,0.0
1361,0.0
1362,0.0
1363,0.0
1364,0.0
1365,0.0
1366,0.0
1367,0.0
1368,0.0
1369,0.0
1370,0.0
1371,0.0
1372,0.0
1373,0.0
1374,0.0
1375,0.0
1376,0.0
1377,0.0
1378,0.0
1379,0.0
1380,0.0
1381,0.0
1382,0.0
1383,0.0
1384,0.0
1385,0.0
1386,0.0
1387,0.0
1388,0.0
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1393,0.0
1394,0.0
1395,0.0
1396,0.0
1397,0.0
1398,0.0
1399,0.0
1400,0.0
1401,0.0
1402,0.0
1403,0.0
1404,0.0
1405,0.0
1406,0.0
1407,0.0
1408,0.0
1409,0.0
1410,0.0
1411,0.0
1412,0.0
1413,0.0
1414,0.0
1415,0.0
1416,0.0
1417,0.0
1418,0.0
1419,0.0
1420,0.0
1421,0.0
1422,0.0
1423,0.0
1424,0.0
1425,0.0
1426,0.0
1427,0.0
1428,0.0
1429,0.0
1430,0.0
1431,0.0
1432,0.0
1433,0.0
1434,0.0
