section,, AIC_NS, AIC_S16, relative_likelihood_S16, rank
1766,1786,3306.73967,ND,ND,44
1702,1728,4648.19736,ND,ND,45
5603,5730,15742.974164,ND,ND,46
6628,6723,11966.164026,ND,ND,47
9702,9735,ND,ND,-,48
9447,9461,862.04474,ND,ND,49
7525,7602,12504.604992,ND,ND,50
3812,3922,13407.984314,ND,ND,51
4007,4021,1177.029292,ND,ND,52
4967,4985,1077.957628,ND,ND,53
6118,6172,6004.833874,ND,ND,54
7461,7546,13498.425912,ND,ND,55
9191,9218,2891.490868,ND,ND,56
5989,6077,10976.848196,ND,ND,57
8228,8348,14575.198422,ND,ND,58
2151,2185,5209.10535,ND,ND,59
8295,8328,2834.12184,ND,ND,60
9768,9782,ND,ND,-,61
3176,3189,502.982334,ND,ND,62
4136,4153,1552.196466,ND,ND,63
6568,6585,1203.831052,ND,ND,64
1704,1720,2690.982324,ND,ND,65
4648,4663,646.62278,ND,ND,66
8229,8347,13968.8974,ND,ND,67
5606,5691,10145.27171,ND,ND,68
3432,3452,1787.881594,ND,ND,69
1382,1471,11711.490708,ND,ND,70
8168,8199,2711.86234,ND,ND,71
8296,8330,3144.02188,ND,ND,72
8425,8436,340.844384,ND,ND,73
9193,9204,645.611648,ND,ND,74
3241,3257,1528.591824,ND,ND,75
7081,7098,1375.97617,ND,ND,76
6697,6712,1040.901624,ND,ND,77
8553,8570,1643.99858,ND,ND,78
8105,8131,2205.034878,ND,ND,79
7657,7688,5598.397188,ND,ND,80
5353,5385,2576.011494,ND,ND,81
8297,8329,2751.214542,ND,ND,82
8678,8817,11845.558592,ND,ND,83
8682,8694,323.812834,ND,ND,84
4650,4660,158.258316,ND,ND,85
234,243,ND,ND,-,86
8938,8951,647.972952,ND,ND,87
1321,1363,3948.57797,ND,ND,88
7338,7351,1642.989082,ND,ND,89
4458,4472,417.54793,ND,ND,90
5992,6067,9214.005644,ND,ND,91
7976,8051,4718.325592,ND,ND,92
8231,8345,13799.087874,ND,ND,93
9002,9031,2205.741804,ND,ND,94
1129,1188,7841.456322,ND,ND,95
6442,6471,3562.22246,ND,ND,96
9258,9282,1703.951,ND,ND,97
6440,6536,11910.079996,ND,ND,98
7528,7629,17098.590524,ND,ND,99
4523,4533,449.948176,ND,ND,100
1003,1014,1578.277408,ND,ND,101
2731,2742,1011.900296,ND,ND,102
2987,3003,2872.228862,ND,ND,103
6250,6303,4528.595922,ND,ND,104
3243,3266,2039.62503,ND,ND,105
7593,7687,18349.082582,ND,ND,106
6763,6802,4244.00597,ND,ND,107
8940,8949,278.189474,ND,ND,108
4908,4919,615.985758,ND,ND,109
7276,7291,1153.148892,ND,ND,110
364,383,452.585274,ND,ND,111
4524,4543,863.814016,ND,ND,112
6635,6696,7566.763812,ND,ND,113
6188,6229,4621.406566,ND,ND,114
2541,2553,659.101268,ND,ND,115
3949,3960,848.716926,ND,ND,116
7149,7162,450.878498,ND,ND,117
4461,4472,311.07174,ND,ND,118
6763,6838,9332.8894,ND,ND,119
5293,5309,662.543238,ND,ND,120
6891,6981,10923.77218,ND,ND,121
4397,4422,2073.181604,ND,ND,122
3885,3908,2366.80461,ND,ND,123
1450,1571,29569.913582,ND,ND,124
9196,9263,7483.474222,ND,ND,125
5869,5900,2820.950178,ND,ND,126
7463,7692,40760.996268,ND,ND,127
4974,4987,966.901982,ND,ND,128
7022,7036,569.14648,ND,ND,129
8235,8341,12456.65011,ND,ND,130
5868,5944,8704.870364,ND,ND,131
2606,2621,1720.105686,ND,ND,132
3886,3901,1102.187082,ND,ND,133
1389,1437,6581.971984,ND,ND,134
2477,2526,6159.836492,ND,ND,135
4334,4355,1851.441144,ND,ND,136
6318,6338,1236.395372,ND,ND,137
5101,5153,5420.480788,ND,ND,138
3374,3398,2447.64719,ND,ND,139
686,714,1065.775388,ND,ND,140
110,140,ND,ND,-,141
1133,1195,7810.124704,ND,ND,142
6380,6477,12721.665408,ND,ND,143
8686,8718,2145.633538,ND,ND,144
6766,6802,3729.187892,ND,ND,145
9519,9530,345.673428,ND,ND,146
7534,7573,4883.743186,ND,ND,147
6831,6847,1610.10435,ND,ND,148
8111,8127,888.984674,ND,ND,149
2799,2819,2049.285576,ND,ND,150
6191,6217,2614.19684,ND,ND,151
5743,5768,2887.90109,ND,ND,152
8623,8652,3151.748256,ND,ND,153
6638,6694,6742.316846,ND,ND,154
174,232,ND,ND,-,155
4975,5004,2663.289758,ND,ND,156
1007,1034,3151.74108,ND,ND,157
3631,3662,3534.327816,ND,ND,158
7920,7930,273.229576,ND,ND,159
4975,5017,4056.856062,ND,ND,160
1136,1147,946.787076,ND,ND,161
3760,3772,472.49859,ND,ND,162
2864,2878,1688.822562,ND,ND,163
5040,5052,1059.867042,ND,ND,164
3116,3264,23932.667568,ND,ND,165
4400,4421,1438.961916,ND,ND,166
4911,4965,4872.585574,ND,ND,167
4911,4962,4435.341668,ND,ND,168
6896,6922,1969.17441,ND,ND,169
3631,3688,6502.377542,ND,ND,170
7728,7770,2979.841878,ND,ND,171
7536,7577,5038.399672,ND,ND,172
4080,4119,3397.021328,ND,ND,173
5553,5566,729.127572,ND,ND,174
7025,7038,534.522376,ND,ND,175
8881,8889,475.07007,ND,ND,176
7601,7614,1711.365374,ND,ND,177
1072,1117,6797.944786,ND,ND,178
9841,9862,ND,ND,-,179
5038,5149,12073.336582,ND,ND,180
6448,6496,5212.794354,ND,ND,181
7472,7524,6585.56984,ND,ND,182
8497,8532,2400.220662,ND,ND,183
7473,7511,4610.968668,ND,ND,184
5936,6005,7411.842142,ND,ND,185
7537,7573,4138.29148,ND,ND,186
9394,9403,554.928752,ND,ND,187
2162,2175,2026.213676,ND,ND,188
3314,3331,1780.249388,ND,ND,189
3122,3142,1936.727334,ND,ND,190
3120,3205,13281.620388,ND,ND,191
3633,3689,6398.370356,ND,ND,192
5554,5580,2207.702976,ND,ND,193
8818,8848,2221.666504,ND,ND,194
946,979,3321.614802,ND,ND,195
4019,4029,584.30685,ND,ND,196
9587,9601,ND,ND,-,197
5745,5821,10786.34522,ND,ND,198
9843,9863,ND,ND,-,199
947,965,1803.332044,ND,ND,200
9267,9282,773.288152,ND,ND,201
7984,8099,9422.074558,ND,ND,202
7279,7431,22213.115536,ND,ND,203
6451,6488,4317.278006,ND,ND,204
6451,6493,4641.301278,ND,ND,205
9012,9025,502.75482,ND,ND,206
564,573,467.30311,ND,ND,207
1652,1664,924.824874,ND,ND,208
3700,3714,1169.323002,ND,ND,209
3572,3585,2013.329396,ND,ND,210
1396,1411,1932.843644,ND,ND,211
9585,9701,ND,ND,-,212
7284,7301,1533.797506,ND,ND,213
1268,1287,997.996394,ND,ND,214
3506,3589,12076.09023,ND,ND,215
6003,6059,6813.899852,ND,ND,216
3444,3469,1721.396138,ND,ND,217
4723,4783,7620.762548,ND,ND,218
1203,1267,9966.737582,ND,ND,219
8244,8288,5467.8981,ND,ND,220
949,961,1156.804798,ND,ND,221
3378,3488,13673.138718,ND,ND,222
7476,7524,5775.597966,ND,ND,223
8244,8294,6017.100962,ND,ND,224
1909,1938,2244.872986,ND,ND,225
2997,3035,5343.20856,ND,ND,226
9846,9853,ND,ND,-,227
1398,1410,1507.852638,ND,ND,228
1973,2018,6458.164276,ND,ND,229
1718,1731,1469.933896,ND,ND,230
7414,7425,834.686884,ND,ND,231
5046,5058,774.042248,ND,ND,232
3894,3915,2045.469052,ND,ND,233
5047,5057,286.11368,ND,ND,234
8246,8291,5285.288708,ND,ND,235
503,513,296.223944,ND,ND,236
9206,9257,5342.216858,ND,ND,237
3447,3463,615.393042,ND,ND,238
8246,8293,5295.126614,ND,ND,239
6390,6447,6059.928818,ND,ND,240
4787,4938,15849.78764,ND,ND,241
7671,7694,4312.305038,ND,ND,242
4535,4571,3977.524718,ND,ND,243
8504,8515,410.34716,ND,ND,244
4535,4577,4734.928158,ND,ND,245
3895,3936,3410.090016,ND,ND,246
7031,7077,5123.54159,ND,ND,247
4728,4742,691.933838,ND,ND,248
9332,9469,13040.330342,ND,ND,249
4280,4291,551.685946,ND,ND,250
6904,6921,799.737564,ND,ND,251
6840,6856,1326.125522,ND,ND,252
3320,3337,2172.431626,ND,ND,253
6520,6542,2146.41458,ND,ND,254
888,910,1849.475292,ND,ND,255
4151,4208,6559.44027,ND,ND,256
1208,1232,3324.928686,ND,ND,257
7928,7964,2847.76003,ND,ND,258
2489,2497,520.80566,ND,ND,259
3321,3330,569.596728,ND,ND,260
6265,6278,1030.1100959999999,ND,ND,261
1017,1032,1274.40848,ND,ND,262
5433,5450,1500.33755,ND,ND,263
6137,6154,627.916326,ND,ND,264
3894,4005,13512.001008,ND,ND,265
6521,6541,1781.35007,ND,ND,266
4601,4627,2232.465992,ND,ND,267
3961,3988,3055.155762,ND,ND,268
4665,4698,3667.899436,ND,ND,269
6713,6744,2399.546458,ND,ND,270
5942,6079,17182.109032,ND,ND,271
3705,3748,5011.815774,ND,ND,272
7927,8036,6738.644332,ND,ND,273
4857,4903,4151.459976,ND,ND,274
7288,7364,9914.905138,ND,ND,275
6330,6342,583.099288,ND,ND,276
4346,4358,765.435646,ND,ND,277
4986,5003,1292.785988,ND,ND,278
2554,2572,672.774382,ND,ND,279
4794,4818,2620.754884,ND,ND,280
4600,4693,11464.16932,ND,ND,281
8890,8915,1945.031776,ND,ND,282
3513,3581,10019.638326,ND,ND,283
6010,6048,4293.384942,ND,ND,284
1594,1631,8783.203662,ND,ND,285
8054,8217,20619.915912,ND,ND,286
7608,7713,21305.499622,ND,ND,287
4347,4357,377.097232,ND,ND,288
4155,4165,486.270214,ND,ND,289
7547,7561,862.200252,ND,ND,290
4155,4166,580.813112,ND,ND,291
891,907,1082.069084,ND,ND,292
1979,1996,1248.46259,ND,ND,293
8635,8651,1676.652226,ND,ND,294
4475,4494,1078.30092,ND,ND,295
3515,3539,2619.417424,ND,ND,296
8123,8152,2958.777634,ND,ND,297
9211,9235,1446.174534,ND,ND,298
3190,3377,31315.810806,ND,ND,299
4667,4695,3380.350138,ND,ND,300
9338,9408,6350.585434,ND,ND,301
2299,2334,4274.149272,ND,ND,302
2427,2477,6765.213604,ND,ND,303
1080,1226,22768.644404,ND,ND,304
4410,4495,8048.244044,ND,ND,305
6971,7028,7181.520096,ND,ND,306
4796,4826,2912.124502,ND,ND,307
3259,3331,11764.48521,ND,ND,308
8893,8906,548.985264,ND,ND,309
8444,8496,5986.675422,ND,ND,310
4795,4875,8364.555566,ND,ND,311
6780,6834,6570.399586,ND,ND,312
4733,4752,2222.677778,ND,ND,313
8061,8087,2207.88463,ND,ND,314
4669,4695,2897.185,ND,ND,315
3453,3480,1646.395834,ND,ND,316
4858,4990,13379.869626,ND,ND,317
5758,5767,774.550866,ND,ND,318
5118,5135,1466.810906,ND,ND,319
8958,8974,1144.500242,ND,ND,320
5946,6094,18483.512818,ND,ND,321
1789,1843,6510.061928,ND,ND,322
4734,4758,3378.42964,ND,ND,323
3902,3927,2542.996308,ND,ND,324
3771,3894,15615.985016,ND,ND,325
9470,9495,1483.926554,ND,ND,326
7870,7904,ND,ND,-,327
4348,4448,11519.166856,ND,ND,328
7227,7364,17466.639516,ND,ND,329
959,972,655.769268,ND,ND,330
5244,5358,12410.849502,ND,ND,331
3583,3605,1874.597678,ND,ND,332
1148,1266,18019.68285,ND,ND,333
3775,3800,2897.170326,ND,ND,334
3772,3893,15301.035524,ND,ND,335
2431,2459,3590.73701,ND,ND,336
1727,1755,4361.206212,ND,ND,337
5053,5158,11261.185728,ND,ND,338
9472,9485,451.424304,ND,ND,339
3196,3335,24000.28902,ND,ND,340
5632,5643,599.431972,ND,ND,341
5248,5265,909.792666,ND,ND,342
3584,3604,1411.929066,ND,ND,343
8447,8494,5398.297054,ND,ND,344
1408,1433,2534.408146,ND,ND,345
4286,4382,10961.698022,ND,ND,346
7040,7071,3388.563,ND,ND,347
5626,5856,28575.567924,ND,ND,348
7296,7332,3798.402824,ND,ND,349
9409,9429,817.106836,ND,ND,350
3905,3923,1376.53471,ND,ND,351
8705,8721,1005.167526,ND,ND,352
3649,3673,1796.48523,ND,ND,353
3265,3290,3738.446316,ND,ND,354
3841,3870,2974.060906,ND,ND,355
1474,1483,737.959614,ND,ND,356
1340,1541,34353.32661,ND,ND,357
5890,5897,85.463794,ND,ND,358
2882,2894,961.845318,ND,ND,359
66,78,ND,ND,-,360
2817,2863,6784.168358,ND,ND,361
5057,5101,3756.81814,ND,ND,362
4418,4430,564.091404,ND,ND,363
3393,3443,6083.44449,ND,ND,364
9346,9363,809.27929,ND,ND,365
3586,3607,1494.480572,ND,ND,366
1730,1755,3827.414884,ND,ND,367
2560,2649,11456.537074,ND,ND,368
4163,4172,335.754762,ND,ND,369
1088,1197,16305.702296,ND,ND,370
2499,2512,939.136376,ND,ND,371
3394,3443,5989.677982,ND,ND,372
7933,8154,21886.573278,ND,ND,373
5955,5982,2266.9212,ND,ND,374
963,995,2656.057698,ND,ND,375
1667,1701,5005.042298,ND,ND,376
8067,8105,3732.316786,ND,ND,377
6081,6181,11347.296844,ND,ND,378
4932,4945,599.318044,ND,ND,379
4356,4367,522.3031040000001,ND,ND,380
5633,5745,12613.026906,ND,ND,381
5058,5138,7998.842704,ND,ND,382
7170,7249,9408.923924,ND,ND,383
6593,6712,15501.970828,ND,ND,384
6532,6562,3757.346258,ND,ND,385
4867,4930,5313.345722,ND,ND,386
7364,7400,4440.342212,ND,ND,387
5765,5775,649.224898,ND,ND,388
6981,6989,817.245218,ND,ND,389
7109,7122,1437.400346,ND,ND,390
5,21,ND,ND,-,391
9221,9241,1017.283756,ND,ND,392
8195,8279,10897.289192,ND,ND,393
1605,1622,2935.885496,ND,ND,394
8453,8468,1779.22976,ND,ND,395
2564,2626,8003.055124,ND,ND,396
1606,1624,2772.686312,ND,ND,397
6918,6940,1968.251742,ND,ND,398
8902,8917,912.191158,ND,ND,399
1349,1401,9219.406076,ND,ND,400
2181,2243,7825.177604,ND,ND,401
3331,3465,18263.159324,ND,ND,402
5061,5128,6540.870172,ND,ND,403
3271,3281,1200.614552,ND,ND,404
5182,5478,34627.770424,ND,ND,405
6151,6165,798.59287,ND,ND,406
9671,9692,ND,ND,-,407
4743,4759,2420.077674,ND,ND,408
7366,7421,8120.30585,ND,ND,409
3399,3430,3609.344586,ND,ND,410
5959,5990,2149.916834,ND,ND,411
6853,6967,13533.648984,ND,ND,412
3848,3866,1745.02842,ND,ND,413
5832,5853,847.688018,ND,ND,414
1160,1180,2026.607356,ND,ND,415
4360,4379,1581.55507,ND,ND,416
2183,2241,6791.22111,ND,ND,417
3143,3203,9504.455252,ND,ND,418
5960,5988,1974.283112,ND,ND,419
8135,8201,7775.252968,ND,ND,420
9351,9418,6375.446042,ND,ND,421
1480,1515,5022.657168,ND,ND,422
5062,5161,10531.465886,ND,ND,423
5193,5200,143.153782,ND,ND,424
8201,8215,1401.992824,ND,ND,425
1095,1172,12212.241214,ND,ND,426
2760,2811,8037.71321,ND,ND,427
1801,1823,2120.520216,ND,ND,428
3209,3232,3198.988494,ND,ND,429
1801,1826,2686.571568,ND,ND,430
6345,6375,2894.04885,ND,ND,431
1033,1061,3387.694688,ND,ND,432
1289,1323,3422.931272,ND,ND,433
9801,9834,ND,ND,-,434
9482,9489,275.991364,ND,ND,435
3337,3389,6857.939312,ND,ND,436
1098,1121,3782.462032,ND,ND,437
6922,6952,2938.663882,ND,ND,438
2826,2856,4681.526642,ND,ND,439
5769,5829,7736.461308,ND,ND,440
1093,1287,30395.568432,ND,ND,441
9802,9833,ND,ND,-,442
7626,7664,6904.377412,ND,ND,443
1412,1640,50620.287598,ND,ND,444
2633,2702,8909.657072,ND,ND,445
522,560,1729.452918,ND,ND,446
2379,2390,1215.248892,ND,ND,447
1547,1560,4541.614058,ND,ND,448
6411,6423,1029.04014,ND,ND,449
5131,5148,1388.73983,ND,ND,450
4171,4188,1543.24504,ND,ND,451
1099,1116,2864.86599,ND,ND,452
5387,5409,2032.275002,ND,ND,453
9419,9436,818.055322,ND,ND,454
9803,9832,ND,ND,-,455
2571,2599,2521.14497,ND,ND,456
8907,8932,1664.940698,ND,ND,457
5003,5031,2958.80815,ND,ND,458
1548,1555,1611.059274,ND,ND,459
6540,6550,947.468256,ND,ND,460
4876,4884,210.631214,ND,ND,461
1036,1053,1831.951178,ND,ND,462
3084,3101,2262.12066,ND,ND,463
2187,2236,5287.81711,ND,ND,464
8460,8478,1765.566258,ND,ND,465
7564,7590,3182.418558,ND,ND,466
9611,9670,ND,ND,-,467
6092,6121,2639.31475,ND,ND,468
973,985,732.788284,ND,ND,469
7501,7512,992.698806,ND,ND,470
5325,5342,1470.229874,ND,ND,471
1293,1308,1288.989174,ND,ND,472
2317,2332,1479.743712,ND,ND,473
2317,2335,1817.557028,ND,ND,474
5069,5090,1586.274048,ND,ND,475
6925,6950,2170.675332,ND,ND,476
6669,6693,2353.66769,ND,ND,477
1674,1795,24124.839018,ND,ND,478
3853,3878,2620.27155,ND,ND,479
1805,1842,4222.550858,ND,ND,480
4109,4151,4886.084368,ND,ND,481
5901,5945,4487.716396,ND,ND,482
6990,7006,1333.000668,ND,ND,483
9422,9440,1036.131594,ND,ND,484
9613,9668,ND,ND,-,485
6990,7024,3536.727308,ND,ND,486
591,600,279.336252,ND,ND,487
9487,9500,597.69481,ND,ND,488
8399,8413,1186.488352,ND,ND,489
4809,5015,22106.369086,ND,ND,490
8399,8408,862.842628,ND,ND,491
1420,1530,16186.550536,ND,ND,492
911,928,1971.649498,ND,ND,493
1487,1504,1910.269572,ND,ND,494
7945,8152,19583.721574,ND,ND,495
7055,7078,2201.402976,ND,ND,496
1743,1769,4390.748672,ND,ND,497
8655,8679,1804.18976,ND,ND,498
6607,6636,3317.849244,ND,ND,499
3727,3759,3564.232384,ND,ND,500
5899,6060,19565.010046,ND,ND,501
5391,5425,3650.041164,ND,ND,502
3918,3984,7050.348868,ND,ND,503
5391,5429,4122.882322,ND,ND,504
2320,2330,705.014378,ND,ND,505
6736,6750,1095.287408,ND,ND,506
6478,6556,9049.977508,ND,ND,507
5136,5150,954.312052,ND,ND,508
2447,2490,5289.724166,ND,ND,509
4239,4285,4311.791054,ND,ND,510
5645,5753,12139.18939,ND,ND,511
2576,2596,1810.797318,ND,ND,512
6863,6916,5075.59278,ND,ND,513
6670,6753,9202.072872,ND,ND,514
6096,6116,1651.426532,ND,ND,515
1296,1321,2164.271324,ND,ND,516
6734,6828,11541.043492,ND,ND,517
7249,7260,651.37773,ND,ND,518
3857,3873,1948.689398,ND,ND,519
8657,8677,1422.793868,ND,ND,520
5585,5603,1609.972296,ND,ND,521
8849,8870,1704.59951,ND,ND,522
5776,5827,6326.182264,ND,ND,523
6609,6633,2526.335146,ND,ND,524
3210,3470,40502.40451,ND,ND,525
9872,9935,ND,ND,-,526
6353,6390,4652.969492,ND,ND,527
9490,9502,459.67672,ND,ND,528
4625,4667,4671.268082,ND,ND,529
9745,9790,ND,ND,-,530
8978,8991,1410.29203,ND,ND,531
6546,6559,1100.82076,ND,ND,532
4114,4126,593.962904,ND,ND,533
2769,2819,7359.454874,ND,ND,534
143,257,ND,ND,-,535
4498,4519,1850.916348,ND,ND,536
2962,2981,2781.482006,ND,ND,537
6735,6856,15758.728184,ND,ND,538
2066,2096,2556.470788,ND,ND,539
9298,9334,2401.483812,ND,ND,540
4818,4849,2526.69167,ND,ND,541
3216,3316,16810.940372,ND,ND,542
3091,3100,703.042986,ND,ND,543
7187,7198,633.420312,ND,ND,544
7251,7269,1147.78153,ND,ND,545
6803,6820,1223.48373,ND,ND,546
144,256,ND,ND,-,547
7315,7331,1510.544106,ND,ND,548
8659,8676,1246.163434,ND,ND,549
5650,5701,4992.74156,ND,ND,550
2512,2634,15795.622574,ND,ND,551
5267,5291,2231.640038,ND,ND,552
3091,3119,4098.924698,ND,ND,553
4755,4783,3079.939732,ND,ND,554
5523,5551,2909.153898,ND,ND,555
4819,4850,2202.575914,ND,ND,556
2004,2017,979.80463,ND,ND,557
2068,2081,335.635712,ND,ND,558
3028,3041,2083.926304,ND,ND,559
6676,6696,1914.893856,ND,ND,560
2196,2217,ND,ND,-,561
3540,3566,2942.482778,ND,ND,562
3027,3087,9646.586122,ND,ND,563
7314,7408,13565.188066,ND,ND,564
5908,5935,2461.429692,ND,ND,565
3795,3856,5789.000878,ND,ND,566
5008,5170,18874.9516,ND,ND,567
3218,3318,16430.787864,ND,ND,568
7637,7647,1934.046288,ND,ND,569
6100,6139,4228.949876,ND,ND,570
8021,8035,405.77694,ND,ND,571
4629,4644,1513.661232,ND,ND,572
915,997,10808.172222,ND,ND,573
981,999,1325.030942,ND,ND,574
3093,3115,2912.327152,ND,ND,575
9236,9285,4493.123502,ND,ND,576
8789,8807,2066.321712,ND,ND,577
1555,1646,21826.321592,ND,ND,578
8085,8115,2819.602556,ND,ND,579
3924,3986,6805.764716,ND,ND,580
7253,7281,1676.541774,ND,ND,581
8533,8568,3632.915064,ND,ND,582
8598,8611,235.611142,ND,ND,583
3924,4002,9145.852308,ND,ND,584
5782,5794,1307.508598,ND,ND,585
6358,6379,2155.621672,ND,ND,586
7382,7408,3187.338866,ND,ND,587
3668,3756,11185.567188,ND,ND,588
5910,5933,2133.771652,ND,ND,589
8725,8783,2427.70385,ND,ND,590
9366,9402,3176.498226,ND,ND,591
6039,6048,522.65179,ND,ND,592
1365,1437,10742.338124,ND,ND,593
2263,2282,1909.300086,ND,ND,594
4887,4906,1230.369518,ND,ND,595
2071,2093,1798.945984,ND,ND,596
6805,6888,10229.246926,ND,ND,597
2263,2286,2414.526962,ND,ND,598
1111,1135,3744.85174,ND,ND,599
5399,5422,2211.882102,ND,ND,600
6231,6255,2186.46912,ND,ND,601
4951,4984,2932.233916,ND,ND,602
6424,6435,480.593278,ND,ND,603
1048,1068,3201.543416,ND,ND,604
9752,9775,ND,ND,-,605
4120,4148,3213.591916,ND,ND,606
1048,1081,5374.451568,ND,ND,607
6104,6136,3103.582658,ND,ND,608
7577,7591,1721.787604,ND,ND,609
1177,1203,2629.331326,ND,ND,610
8536,8593,6756.69543,ND,ND,611
8280,8338,5751.109826,ND,ND,612
4696,4766,8573.59209,ND,ND,613
24,95,ND,ND,-,614
1434,1444,974.816008,ND,ND,615
3226,3239,1926.057488,ND,ND,616
4378,4396,1408.437772,ND,ND,617
7514,7533,2344.98758,ND,ND,618
5722,5748,2262.911656,ND,ND,619
9689,9751,ND,ND,-,620
4122,4155,3774.136278,ND,ND,621
7256,7353,11682.69184,ND,ND,622
4696,4794,12074.044468,ND,ND,623
4698,4729,1890.529506,ND,ND,624
7579,7589,1077.561762,ND,ND,625
2011,2020,490.62886,ND,ND,626
7578,7624,7922.89181,ND,ND,627
1689,1765,15192.488848,ND,ND,628
3995,4009,1661.974792,ND,ND,629
2714,2759,5879.466628,ND,ND,630
4827,4842,1110.326202,ND,ND,631
2714,2768,7649.541048,ND,ND,632
8091,8110,1320.34481,ND,ND,633
9499,9522,1130.632318,ND,ND,634
8730,8788,2092.430862,ND,ND,635
5211,5245,3047.270458,ND,ND,636
1562,1630,16648.647458,ND,ND,637
2844,2852,1098.450382,ND,ND,638
1435,1478,4036.077384,ND,ND,639
6620,6632,1063.481284,ND,ND,640
8412,8436,1306.833592,ND,ND,641
7771,7832,699.905758,ND,ND,642
4443,4502,5731.361962,ND,ND,643
8156,8183,1779.422474,ND,ND,644
7512,7676,29097.581796,ND,ND,645
6428,6464,3821.832886,ND,ND,646
6360,6530,22172.033966,ND,ND,647
4381,4392,633.232606,ND,ND,648
8093,8105,600.87282,ND,ND,649
3036,3081,6496.004744,ND,ND,650
5533,5550,1309.470288,ND,ND,651
2461,2476,1345.593656,ND,ND,652
5593,5739,18197.15888,ND,ND,653
1181,1199,1638.949724,ND,ND,654
4761,4909,16236.08057,ND,ND,655
4893,4918,2177.13971,ND,ND,656
4317,4343,2309.527872,ND,ND,657
2013,2037,3112.982582,ND,ND,658
6237,6261,1995.241632,ND,ND,659
5981,6018,3867.176886,ND,ND,660
4125,4160,4076.742764,ND,ND,661
4574,4582,310.745508,ND,ND,662
9436,9507,5928.127542,ND,ND,663
6558,6571,829.64573,ND,ND,664
158,173,ND,ND,-,665
6494,6516,1940.030026,ND,ND,666
1438,1462,1960.503314,ND,ND,667
990,1016,3533.928896,ND,ND,668
4702,4732,1690.54658,ND,ND,669
3355,3486,16296.633532,ND,ND,670
1181,1254,11293.944736,ND,ND,671
6427,6562,17429.90165,ND,ND,672
3871,3884,1408.202614,ND,ND,673
1118,1164,6201.791286,ND,ND,674
991,1005,1384.39579,ND,ND,675
7711,7726,3009.7123,ND,ND,676
5151,5174,1907.895296,ND,ND,677
2079,2104,2204.38778,ND,ND,678
5215,5243,2104.583052,ND,ND,679
1439,1473,2771.342352,ND,ND,680
927,966,5765.775196,ND,ND,681
5022,5096,7800.35011,ND,ND,682
2526,2601,8494.413246,ND,ND,683
5792,5807,1472.800564,ND,ND,684
288,306,ND,ND,-,685
3104,3121,2484.641738,ND,ND,686
9695,9743,ND,ND,-,687
7197,7318,13812.658074,ND,ND,688
3168,3194,3160.081004,ND,ND,689
4637,4760,15911.783888,ND,ND,690
9696,9742,ND,ND,-,691
6945,6958,1244.960174,ND,ND,692
9505,9515,242.746832,ND,ND,693
2529,2544,1294.327452,ND,ND,694
929,945,2053.3503760000003,ND,ND,695
5344,5398,5182.861836,ND,ND,696
3105,3127,3312.445754,ND,ND,697
1825,1849,3213.57594,ND,ND,698
2657,2682,2659.122752,ND,ND,699
3617,3645,3300.934572,ND,ND,700
1505,1539,7027.568024,ND,ND,701
8030,8162,16182.505152,ND,ND,702
4449,4490,2989.624896,ND,ND,703
4194,4204,418.98071,ND,ND,704
