section,, AIC_NS, AIC_S16, relative_likelihood_S16, rank
702,740,1817.262942,1740.630776,4.3698186618192912E16,63
402,437,825.207592,749.795294,2.3745014795234196E16,64
7691,8063,32269.775442,32190.95692,1.30384086380775328E17,65
3958,4119,21101.547956,21025.171666,3.8450381008233776E16,66
5553,5592,4105.837796,4033.554414,4.967489616173829E15,67
5344,5529,20230.502578,20155.892744,1.5897162037516998E16,68
9802,9833,998.144008,927.19672,2.546876241964039E15,69
1849,1932,13329.287498,13256.784034,5.545327077515897E15,70
6670,6896,28592.996066,28518.60831,1.4226431463739132E16,71
400,439,1261.987844,1191.079958,2.4971912620224225E15,72
8444,8574,15592.11758,15519.56918,5.671329699164338E15,73
7728,7923,10669.964388,10597.15839,6.450919024583078E15,74
1920,2010,12911.318464,12840.098248,2.919264220038505E15,75
2175,2274,13701.161866,13629.94393,2.915938155046683E15,76
3365,3559,25702.364948,25630.00127,5.170981961898622E15,77
602,679,4350.164586,4279.811336,1.8924051857782972E15,78
8493,8538,3463.342412,3395.418044,5.618095334905321E14,79
6224,6401,20220.79397,20150.414608,1.9172744209861418E15,80
9159,9180,1019.64926,953.526344,2.2824894197157822E14,81
3980,4171,25288.224986,25217.943066,1.8261019354918945E15,82
802,824,1043.102566,977.781648,1.528470707701037E14,83
3319,3581,37609.435302,37540.087006,1.1449621790778005E15,84
9480,9682,17055.821286,16988.211446,4.8005413753349356E14,85
8411,8600,22170.095618,22103.276852,3.2322926948491894E14,86
566,610,2215.350618,2151.687322,6.67281487456859E13,87
2368,2539,22181.007348,22114.769152,2.417917658563992E14,88
3065,3234,28808.397384,28742.460544,2.0797104932378062E14,89
1912,2045,20411.554902,20347.246568,9.212495702945984E13,90
3347,3532,23764.318576,23699.409034,1.2443081816534403E14,91
8472,8557,8576.790862,8513.437176,5.715814410265989E13,92
5260,5344,9620.863656,9558.36924,3.7195466444141195E13,93
7100,7144,4724.505492,4663.407866,1.850039131590746E13,94
4340,4399,6758.312928,6696.692424,2.402826592135996E13,95
9485,9601,8631.391922,8568.569724,4.381945444019176E13,96
4072,4110,3540.04456,3480.613146,8.042064944206937E12,97
9511,9582,4662.164696,4605.009288,2.577146770516897E12,98
6263,6338,6718.600418,6661.7438,2.219513181160014E12,99
9481,9681,16745.618558,16687.268682,4.682896759103468E12,100
8619,8692,7562.571752,7506.336,1.6271904609895508E12,101
683,788,6756.67142,6700.076126,1.947654609025173E12,102
6207,6274,7470.44363,7414.85666,1.1764058306921646E12,103
5281,5323,4004.62841,3950.537094,5.569036045235079E11,104
3715,4040,42971.193716,42913.50654,3.362103716222713E12,105
5433,5494,6241.248028,6187.158038,5.565344998055526E11,106
2032,2222,26084.968906,26029.387028,1.173414511011752E12,107
9487,9608,9041.341234,8987.1874,5.74586793837151E11,108
1605,1685,12382.221904,12329.109472,3.4136427527873834E11,109
2866,3148,42283.550772,42228.137592,1.0784975164610735E12,110
4054,4260,25121.111792,25066.563416,6.998892883626886E11,111
847,870,460.909058,411.13889,6.418812104048366E10,112
2556,2690,17159.20859,17106.049192,3.4947539654821027E11,113
4482,4521,3818.283658,3768.785912,5.601430827743938E10,114
5542,5588,4813.934656,4764.316742,5.948303602363028E10,115
9279,9349,5185.547884,5135.273972,8.2573612072614E10,116
8564,8803,24357.297726,24304.78185,2.5332472481823227E11,117
5006,5259,28797.141416,28744.912124,2.1950613083878757E11,118
9801,9834,1162.19662,1114.30578,2.5082092945329247E10,119
6693,6913,27720.701054,27669.08326,1.616819547163907E11,120
5391,5488,11222.010452,11172.06781,6.996920124773438E10,121
3755,3770,800.571328,754.805338,8.668789512014833E9,122
829,885,2703.538408,2656.598496,1.559094291146102E10,123
6254,6354,9252.147116,9204.635346,2.075151306999357E10,124
7092,7173,9449.300168,9402.25833,1.640609911669929E10,125
4971,5198,26601.693692,26553.088164,3.5855542695314476E10,126
4436,4587,17514.465268,17466.911876,2.118789786078266E10,127
2077,2120,5196.149576,5151.25997,5.593119396242304E9,128
6339,6588,32541.727524,32494.207334,2.0839061099330975E10,129
6516,6668,20422.503276,20376.091586,1.1972102637156717E10,130
2276,2365,8888.747122,8843.485288,6.737245507998734E9,131
5538,5583,4932.868716,4888.991596,3.3712856261485133E9,132
8618,8693,8084.91062,8041.075778,3.300767981465749E9,133
9787,9855,4340.331778,4296.786084,2.856454478810049E9,134
7149,7261,13453.316402,13409.552134,3.1863248342481136E9,135
2686,2720,3494.21545,3453.554904,6.750335828705666E8,136
8428,8586,17967.547298,17924.321242,2.434550556356723E9,137
4218,4232,697.513752,659.150288,2.140525278265694E8,138
9483,9610,9652.539072,9609.92843,1.7897128053711185E9,139
289,327,225.078512,185.432544,4.064550895350076E8,140
697,743,2416.091078,2376.213798,4.562903968578963E8,141
2004,2090,11760.288424,11719.720368,6.445274689539808E8,142
1652,1734,14863.868638,14823.535496,5.731001263558314E8,143
2627,2655,2941.27628,2903.224502,1.831633617947023E8,144
2281,2308,2009.20477,1971.61052,1.457094312964389E8,145
4032,4063,3456.103366,3418.45371,1.4980245238877815E8,146
9236,9361,11195.874902,11155.517128,5.802020715198709E8,147
3698,3772,8957.258276,8918.0366,3.28759816142974E8,148
5204,5260,4807.332522,4768.778424,2.3545938648280472E8,149
8939,8992,6670.72544,6632.889736,1.6440640505237758E8,150
5515,5781,34529.490026,34488.49117,7.994447642619766E8,151
1659,1692,3797.19853,3760.595728,8.8755947663418E7,152
6200,6234,3744.69064,3708.046158,9.062502980300911E7,153
7367,7706,59505.569478,59464.461474,8.442861201238416E8,154
6601,6948,45054.795718,45014.039778,7.080108667105024E8,155
5153,5332,19879.932806,19840.670754,3.354642663302688E8,156
5175,5278,10375.442496,10337.293404,1.9229592125272596E8,157
7382,7477,14047.171788,14009.84584,1.2741677954444255E8,158
7064,7148,9980.396256,9943.332854,1.1174175410880284E8,159
7387,7500,16872.613982,16835.273042,1.2837548446070692E8,160
6306,6364,4651.962948,4615.96127,6.571508096763435E7,161
4072,4107,3214.26846,3179.460306,3.618216949268104E7,162
6982,7116,18157.882228,18120.8552,1.097278755414828E8,163
4169,4292,14399.996246,14363.493048,8.444398727120651E7,164
4506,4579,7912.70424,7878.417082,2.788442926107768E7,165
6302,6377,7606.981652,7572.713642,2.761873763064608E7,166
9298,9389,7386.102096,7351.80957,2.7959371596828066E7,167
334,346,89.069878,59.342822,2851991.2714208085,168
4192,4328,15649.832872,15615.600084,2.713660194901039E7,169
9602,9681,6597.334124,6564.690694,1.2258314507200181E7,170
2011,2068,7890.79863,7858.860686,8614625.876385817,171
8939,8989,6185.161082,6153.49591,7516310.871830354,172
4042,4396,44073.659796,44038.696708,3.909651927911127E7,173
686,760,3558.122378,3526.815392,6283847.436652699,174
9291,9344,3886.82995,3856.283432,4296275.317247066,175
8801,8883,9480.089958,9448.691508,6577892.741776982,176
2737,2854,19301.480432,19269.727538,7853320.547496682,177
2898,3089,27153.56408,27121.228684,1.0508531405221313E7,178
8514,8544,1919.332846,1890.657574,1685606.5039471064,179
4022,4052,3521.190642,3492.603794,1612705.884803598,180
9321,9433,10473.498526,10442.749826,4753301.560817823,181
9528,9570,2745.08236,2716.41563,1678422.6306504915,182
5142,5232,9491.453812,9461.455678,3265968.801642185,183
6457,6669,28851.912346,28820.685028,6038456.554978366,184
4263,4454,23039.316998,23008.5784,4729353.167217188,185
6259,6376,11622.09214,11592.628856,2499601.807120427,186
1996,2182,27315.079074,27284.699826,3951571.872011035,187
9309,9357,3647.622962,3620.012314,989865.1492952959,188
9586,9700,9296.804508,9267.678162,2112057.185690128,189
744,778,1183.542478,1156.893636,611959.2657210887,190
2020,2293,38709.005924,38678.29163,4672229.851742103,191
4202,4244,3690.723054,3664.3068,544774.376578904,192
5284,5318,2820.231998,2794.522858,382532.92233169125,193
5183,5223,2838.01596,2812.306818,382533.30486476043,194
2230,2274,5480.466656,5454.741858,385539.5265756992,195
4544,4589,5371.988228,5346.423488,355887.5182726031,196
9542,9575,1526.23718,1501.400254,247326.10302463762,197
7095,7177,9502.333004,9476.191256,474906.8696979657,198
9184,9465,28652.429716,28624.477496,1174214.5336182115,199
4191,4343,17411.392066,17385.060224,522260.09027089464,200
8500,8731,26439.4678,26412.56896,693440.0018507063,201
2039,2048,1109.307794,1088.832808,27931.01502427016,202
2284,2309,1921.78212,1899.688382,62747.185286755805,203
7707,7939,17558.50766,17532.234606,507132.20096749224,204
575,598,902.351684,880.930576,44826.465869900865,205
7421,7444,2728.732432,2707.368588,43561.19456021567,206
8952,8964,1031.454886,1011.484834,21699.098610952315,207
4474,4597,14452.824538,14428.506588,190798.84795383344,208
4177,4450,32713.466366,32687.928686,351104.78827971895,209
691,748,3121.624148,3099.309788,70065.093774751,210
574,600,1224.918044,1204.392082,28652.07083544228,211
569,600,1517.428648,1497.14299,25408.24483147707,212
4481,4522,4054.445282,4033.904338,28867.50941583362,213
2882,2908,3046.668662,3027.016796,18507.53082765054,214
7737,7853,4945.193108,4922.895038,69496.73138396477,215
5290,5321,2559.57332,2540.16274,16404.156059998295,216
7145,7166,2041.188574,2022.60786,10833.050807478507,217
2648,2769,16816.68594,16794.941648,52688.15782100521,218
2643,2729,10844.48845,10823.488818,36308.821236482574,219
9611,9670,4617.256422,4597.738434,17309.209848211965,220
9289,9474,17432.267138,17410.684498,48597.14192347023,221
775,795,1232.579688,1215.598482,4868.801075309936,222
5321,5332,752.385302,736.75671,2475.743415995741,223
1835,1925,15370.77043,15351.655674,14148.699631300806,224
5168,5547,43403.854636,43382.412492,45300.438892331855,225
112,137,165.241662,149.247662,2972.0285139872885,226
346,363,139.774418,124.551034,2021.695914916101,227
6542,6643,13458.086618,13439.623382,10215.056108575693,228
2100,2166,7773.502808,7756.234124,5621.433603790188,229
2821,3023,28399.55906,28380.139996,16473.890291725238,230
882,1053,24487.679114,24468.753248,12873.587361264632,231
110,140,211.475256,196.653702,1653.7107810740595,232
9613,9668,4180.903902,4165.054212,2765.135726241575,233
4063,4134,7683.333422,7668.717052,1492.4659038286356,234
6296,6513,26937.697384,26921.096456,4025.73990384154,235
4688,4752,6678.058264,6664.688248,800.3170806866005,236
6578,6970,52011.188122,51994.230204,4812.4375409120275,237
2708,2856,24010.030314,23995.29191,1586.3673566566902,238
745,777,982.854278,971.589636,279.30964357122747,239
5252,5350,10851.122898,10838.155106,654.515979583346,240
6534,6603,8694.16326,8682.059904,424.8252891273446,241
2708,2756,6144.93221,6134.064984,228.97503954652734,242
2241,2266,2286.225516,2277.337906,85.09812479284999,243
7750,7842,2044.534684,2033.132906,299.1332122221048,244
7832,7913,4083.754096,4072.635372,259.65712222178695,245
778,792,796.746262,789.049766,46.9108034653947,246
576,595,656.170462,648.43053,47.9407560674045,247
5337,5347,364.537666,358.0912,25.10916703552996,248
5548,5580,2981.851492,2973.315136,71.39144184165544,249
1008,1045,4501.396734,4493.148804,61.803809193522206,250
6696,6741,4320.60402,4312.047816,72.10345768951605,251
2193,2270,9854.16816,9844.68398,114.67361926586688,252
8793,8909,13561.44078,13551.411928,150.5696849575522,253
7423,7446,2368.269124,2361.727876,26.327762742583715,254
8906,9012,12266.564106,12257.093966,113.87142943926085,255
1847,1926,13038.196694,13029.39317,81.59451160785915,256
2381,2428,3217.448176,3209.965596,42.15233161500648,257
9267,9448,16646.095728,16636.01792,154.3008086316051,258
8778,8936,18713.231338,18705.012756,60.90352166166482,259
2693,2774,11900.387416,11893.535482,30.752368017913053,260
5200,5255,4550.048978,4544.375456,17.060417257499143,261
623,660,1583.957536,1579.700938,8.400565289886035,262
7437,7540,15374.33715,15368.552356,18.036491297245227,263
5171,5182,635.58506,634.362488,1.842799716062102,264
2864,2966,9639.449102,9633.934056,15.76075516748286,265
9301,9401,8776.478664,8771.51859,11.941706252809634,266
1991,2191,28741.37381,28736.15201,13.611295506861389,267
2226,2287,8274.638982,8272.932336,2.3474344303109858,268
969,1087,17768.630638,17766.359216,3.113386373859179,269
4637,4760,15918.102304,15917.075696,1.6708024165786635,270
2706,2732,2517.169552,2519.761138,0.27368074942246895,271
4476,4526,4970.72994,4973.619176,0.23583614875980558,272
2776,3042,39412.780552,39414.702998,0.3824248942100712,273
7293,7468,26037.940138,26040.809788,0.23815703785011186,274
4207,4318,12070.596514,12074.804504,0.12196819072599098,275
4678,5076,48148.767942,48156.772902,0.018270272382025,276
2222,2291,9307.34703,9318.945384,0.0030300474485382986,277
4064,4115,5143.78247,5157.477402,0.0010621437579733243,278
2043,2199,21219.741944,21232.912666,0.0013804289427926377,279
2185,2544,46722.353646,46739.673586,1.7338950851126102E-4,280
4206,4252,3796.326026,3818.510624,1.5229153099350398E-5,281
7020,7371,45625.905584,45644.937964,7.364973596943421E-5,282
3525,3674,20425.975252,20450.97667,3.72401191141753E-6,283
3552,3679,16847.766362,16874.113368,1.900291998840022E-6,284
2050,2171,15340.992912,15371.01753,3.021600479051989E-7,285
5143,5490,40776.248964,40878.647778,5.812728830710803E-23,286
1634,1665,2570.168798,ND,ND,287
6562,6598,3667.426714,ND,ND,288
6753,6820,7902.802718,ND,ND,289
4962,5004,4283.476638,ND,ND,290
7587,7596,891.31769,ND,ND,291
7075,7083,410.207304,ND,ND,292
4834,4878,3508.162714,ND,ND,293
9251,9271,1432.77294,ND,ND,294
5603,5618,1692.164646,ND,ND,295
6307,6322,706.98506,ND,ND,296
4771,4787,928.202254,ND,ND,297
6499,6520,1868.048794,ND,ND,298
1635,1661,1769.759624,ND,ND,299
6179,6202,2072.85087,ND,ND,300
9379,9402,1838.3529,ND,ND,301
1314,1375,6566.523322,ND,ND,302
7395,7429,5200.751424,ND,ND,303
6563,6595,3006.63035,ND,ND,304
9187,9225,3884.266534,ND,ND,305
3939,3979,4113.446918,ND,ND,306
5860,5868,157.464686,ND,ND,307
4324,4337,935.788846,ND,ND,308
2852,2865,1042.276214,ND,ND,309
1700,1717,3108.793096,ND,ND,310
8548,8570,2244.627718,ND,ND,311
1892,1911,3786.644682,ND,ND,312
1636,1658,1337.425004,ND,ND,313
1572,1598,4130.835568,ND,ND,314
6564,6594,2737.627488,ND,ND,315
2980,3013,6242.664936,ND,ND,316
8613,8625,623.090684,ND,ND,317
2913,3053,18389.490468,ND,ND,318
9572,9612,2281.860494,ND,ND,319
8036,8080,4719.766344,ND,ND,320
1765,1787,3872.66243,ND,ND,321
8676,8726,3687.633466,ND,ND,322
4133,4153,2004.381804,ND,ND,323
8036,8092,6468.454722,ND,ND,324
2085,2111,2100.536252,ND,ND,325
8869,8895,2378.679878,ND,ND,326
1701,1736,6592.670104,ND,ND,327
5798,5805,412.09813,ND,ND,328
6502,6513,1059.221494,ND,ND,329
5350,5367,926.995054,ND,ND,330
2662,2679,1478.377202,ND,ND,331
6822,6841,2376.956386,ND,ND,332
6182,6208,2614.199286,ND,ND,333
6438,6468,3539.124294,ND,ND,334
1317,1377,6782.120638,ND,ND,335
8294,8329,3075.891022,ND,ND,336
9254,9286,2305.0775,ND,ND,337
7845,7921,3792.649742,ND,ND,338
4967,4985,1076.26917,ND,ND,339
935,953,2280.86552,ND,ND,340
4455,4475,892.916336,ND,ND,341
6310,6366,4770.31458,ND,ND,342
8228,8349,14827.22272,ND,ND,343
3176,3189,508.305782,ND,ND,344
4136,4153,1551.824008,ND,ND,345
4648,4663,655.892544,ND,ND,346
8229,8347,13974.541564,ND,ND,347
5224,5245,1406.483892,ND,ND,348
1382,1471,11725.428334,ND,ND,349
8168,8205,3634.179572,ND,ND,350
8296,8330,3104.920652,ND,ND,351
3239,3308,11034.483608,ND,ND,352
8425,8436,356.038124,ND,ND,353
5097,5104,227.182036,ND,ND,354
1704,1747,7742.431466,ND,ND,355
5161,5174,706.548594,ND,ND,356
4648,4694,5213.85543,ND,ND,357
2601,2617,1966.19549,ND,ND,358
6697,6712,1047.032482,ND,ND,359
5991,6074,10498.963774,ND,ND,360
5991,6085,11962.357956,ND,ND,361
7269,7431,22978.627432,ND,ND,362
2920,2986,4553.186784,ND,ND,363
7657,7688,5592.450234,ND,ND,364
5353,5385,2572.840196,ND,ND,365
8297,8329,2740.379584,ND,ND,366
5924,6119,24564.520662,ND,ND,367
234,243,ND,ND,-,368
4837,5010,17809.566338,ND,ND,369
4458,4472,419.006302,ND,ND,370
1129,1188,7848.307502,ND,ND,371
7338,7374,4616.310132,ND,ND,372
3434,3471,3394.23414,ND,ND,373
1511,1645,36190.872682,ND,ND,374
8939,8950,482.668294,ND,ND,375
4523,4533,458.353888,ND,ND,376
7083,7092,403.374266,ND,ND,377
1386,1428,5638.773942,ND,ND,378
9193,9266,8060.242022,ND,ND,379
6758,6930,21409.296008,ND,ND,380
9387,9397,539.711924,ND,ND,381
8107,8128,1258.497388,ND,ND,382
5929,6018,10335.376848,ND,ND,383
7593,7687,18342.22217,ND,ND,384
6635,6664,3283.883612,ND,ND,385
8811,8846,3123.863806,ND,ND,386
5739,5776,4684.081476,ND,ND,387
6763,6802,4236.254708,ND,ND,388
6123,6167,4086.202278,ND,ND,389
6636,6654,2101.119356,ND,ND,390
364,383,450.133782,ND,ND,391
4524,4543,858.32841,ND,ND,392
6636,6661,2735.984144,ND,ND,393
7660,7693,6108.585662,ND,ND,394
2541,2553,664.135486,ND,ND,395
685,701,295.430926,ND,ND,396
9835,9919,2963.843722,ND,ND,397
4589,4611,2301.912242,ND,ND,398
3309,3330,2286.923132,ND,ND,399
4973,4998,2225.065454,ND,ND,400
6891,6981,10917.04163,ND,ND,401
4397,4422,2075.614048,ND,ND,402
9196,9263,7467.321674,ND,ND,403
5869,5900,2798.105886,ND,ND,404
6378,6505,16041.734782,ND,ND,405
5996,6064,8278.956306,ND,ND,406
7022,7036,572.075326,ND,ND,407
3566,3581,2439.305206,ND,ND,408
1389,1437,6574.981648,ND,ND,409
3884,3969,9171.667282,ND,ND,410
5101,5153,5402.81968,ND,ND,411
6380,6477,12725.838238,ND,ND,412
4974,5005,2917.27272,ND,ND,413
6766,6802,3737.785826,ND,ND,414
9519,9530,340.287536,ND,ND,415
7534,7576,5393.361172,ND,ND,416
6126,6166,3389.890976,ND,ND,417
7534,7573,4875.582592,ND,ND,418
1199,1210,822.424918,ND,ND,419
303,314,ND,ND,-,420
8303,8322,1519.165812,ND,ND,421
3179,3322,24031.482164,ND,ND,422
2799,2819,2054.1186820000003,ND,ND,423
47,67,179.020742,ND,ND,424
5743,5768,2861.182682,ND,ND,425
9455,9484,1835.064636,ND,ND,426
6638,6694,6725.457352,ND,ND,427
1007,1034,3152.395262,ND,ND,428
7980,8103,10458.245206,ND,ND,429
3631,3662,3516.638394,ND,ND,430
3246,3312,9863.480396,ND,ND,431
7854,7924,3356.393148,ND,ND,432
7600,7615,2287.417252,ND,ND,433
4911,4965,4867.765514,ND,ND,434
3056,3082,3390.170296,ND,ND,435
3631,3688,6498.79077,ND,ND,436
5038,5138,10333.976526,ND,ND,437
6065,6074,517.1275479999999,ND,ND,438
7473,7482,538.240414,ND,ND,439
7025,7038,548.499058,ND,ND,440
4465,4480,354.076898,ND,ND,441
9009,9025,650.041414,ND,ND,442
4657,4684,3132.736806,ND,ND,443
6513,6541,2296.064122,ND,ND,444
8497,8532,2406.939296,ND,ND,445
2545,2581,2638.206076,ND,ND,446
5936,6005,7404.529984,ND,ND,447
3121,3159,5337.475624,ND,ND,448
3186,3200,1443.13277,ND,ND,449
1458,1473,871.63751,ND,ND,450
7666,7687,3804.008634,ND,ND,451
3186,3209,3309.918218,ND,ND,452
5425,5480,5553.917742,ND,ND,453
8818,8848,2207.982168,ND,ND,454
8626,8658,3733.88953,ND,ND,455
8498,8531,2402.869974,ND,ND,456
1137,1206,8685.889258,ND,ND,457
7922,7964,3512.534858,ND,ND,458
9587,9601,641.09109,ND,ND,459
3761,3837,8804.766442,ND,ND,460
9841,9913,1866.770526,ND,ND,461
1459,1472,713.842744,ND,ND,462
9843,9863,637.9378,ND,ND,463
947,965,1807.155166,ND,ND,464
9457,9539,6338.721432,ND,ND,465
5491,5516,847.255062,ND,ND,466
880,1008,17408.901378,ND,ND,467
3572,3584,2019.295964,ND,ND,468
3700,3714,1159.28802,ND,ND,469
7284,7301,1527.849956,ND,ND,470
3506,3589,12066.926196,ND,ND,471
5812,5832,1586.461634,ND,ND,472
8435,8493,6295.383462,ND,ND,473
8628,8664,4463.47685,ND,ND,474
4724,4766,5605.723578,ND,ND,475
2485,2495,616.314724,ND,ND,476
5940,5985,4862.135632,ND,ND,477
3378,3488,13664.1293,ND,ND,478
8693,8712,1017.210636,ND,ND,479
8244,8293,5797.115404,ND,ND,480
8244,8294,6014.682264,ND,ND,481
6837,6861,2662.257214,ND,ND,482
3509,3545,4752.386712,ND,ND,483
9334,9347,448.525136,ND,ND,484
9206,9214,813.743484,ND,ND,485
1718,1731,1461.706064,ND,ND,486
6390,6401,647.552848,ND,ND,487
8630,8646,1949.92951,ND,ND,488
3894,3915,2053.453232,ND,ND,489
7925,7985,4765.2631,ND,ND,490
1206,1242,5125.59703,ND,ND,491
7541,7610,10106.937186,ND,ND,492
5047,5057,288.497022,ND,ND,493
8246,8291,5281.417866,ND,ND,494
5365,5436,8386.873462,ND,ND,495
5751,5762,1201.14153,ND,ND,496
4535,4547,656.387256,ND,ND,497
3447,3463,613.527318,ND,ND,498
8119,8139,1510.771128,ND,ND,499
5751,5777,3030.954516,ND,ND,500
8887,8912,1934.91937,ND,ND,501
7735,7766,2106.054808,ND,ND,502
4535,4571,3967.558972,ND,ND,503
7986,8188,20367.492926,ND,ND,504
3381,3484,12586.268328,ND,ND,505
5619,5786,21260.461584,ND,ND,506
3895,3936,3420.715734,ND,ND,507
3064,3080,2047.548546,ND,ND,508
5368,5386,1625.750702,ND,ND,509
8824,8845,1214.494972,ND,ND,510
3320,3337,2164.153814,ND,ND,511
7920,8202,29123.960188,ND,ND,512
1207,1266,9592.836168,ND,ND,513
1076,1231,23748.966202,ND,ND,514
8054,8151,11481.57014,ND,ND,515
7480,7516,4573.338484,ND,ND,516
4788,4957,17841.861488,ND,ND,517
3385,3397,1065.558898,ND,ND,518
1977,1988,853.723948,ND,ND,519
3384,3429,5599.415536,ND,ND,520
1017,1032,1255.99431,ND,ND,521
6521,6541,1778.58591,ND,ND,522
4601,4627,2214.834566,ND,ND,523
8888,8948,5723.476606,ND,ND,524
4601,4624,1832.841816,ND,ND,525
6713,6747,2828.072506,ND,ND,526
4665,4698,3666.645928,ND,ND,527
4409,4440,2294.01941,ND,ND,528
8697,8729,2605.003616,ND,ND,529
2296,2368,7208.39804,ND,ND,530
4346,4359,791.568604,ND,ND,531
7927,8036,6742.132486,ND,ND,532
4346,4358,763.568266,ND,ND,533
4986,5003,1264.076082,ND,ND,534
2554,2572,670.934884,ND,ND,535
1338,1356,1894.061524,ND,ND,536
2490,2512,2147.577754,ND,ND,537
3190,3342,26388.137162,ND,ND,538
3770,3801,3553.407998,ND,ND,539
4346,4377,2964.472948,ND,ND,540
6010,6048,4286.938876,ND,ND,541
4155,4165,493.352152,ND,ND,542
6843,6856,736.937456,ND,ND,543
4155,4166,579.836882,ND,ND,544
1402,1448,5605.250242,ND,ND,545
891,907,1075.139566,ND,ND,546
3385,3464,9712.778072,ND,ND,547
2171,2186,1752.824684,ND,ND,548
3451,3470,1163.365138,ND,ND,549
8890,8938,4058.454998,ND,ND,550
4475,4494,1080.32606,ND,ND,551
2683,2707,2238.48928,ND,ND,552
3190,3377,31316.080964,ND,ND,553
8123,8151,2783.103548,ND,ND,554
6971,7008,4498.507464,ND,ND,555
6906,6975,8372.23141,ND,ND,556
4858,4937,7046.912346,ND,ND,557
8443,8497,6086.636094,ND,ND,558
9404,9419,770.226284,ND,ND,559
956,975,1019.727374,ND,ND,560
6524,6549,2536.171942,ND,ND,561
6268,6293,1604.813914,ND,ND,562
7483,7545,9296.712346,ND,ND,563
4796,4826,2915.041488,ND,ND,564
8122,8214,11114.745688,ND,ND,565
7612,7643,5228.497,ND,ND,566
5629,5638,334.589332,ND,ND,567
8572,8618,4559.619288,ND,ND,568
4283,4355,8100.061536,ND,ND,569
